OBJECTID_1,FID_Metrorail_Stations_Buffer,OBJECTID,NAME,STATION,NODE,YEAR_,GlobalID,CreationDa,Creator,EditDate,Editor,BUFF_DIST,ORIG_FID,FID_Current_Housing_Units,OBJECTID,PIN,PARCE_ID,VALID_FROM,VALID_TO,CURRE_UNIT,HOUSI_UNIT,LUC,YEAR_BUILT,STRUC_DESC
751,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,36818,36819,0303 27120110,453649,,1/1/2023,1,LR,41,1974,
752,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,36819,36820,0303 27120303,448482,,1/1/2023,1,LR,41,1974,
753,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,39198,39199,0303 27120210,448772,,1/1/2023,1,LR,41,1974,
754,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,39199,39200,0303 27120305,435817,,1/1/2023,1,LR,41,1974,
755,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,39962,39963,0303 27120203,445459,,1/1/2023,1,LR,41,1974,
756,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,39963,39964,0303 27120204,447666,,1/1/2023,1,LR,41,1974,
757,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,39964,39965,0303 27120209,447204,,1/1/2023,1,LR,41,1974,
758,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,42149,42150,0303 27120105,452482,,1/1/2023,1,LR,41,1974,
759,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,42150,42151,0303 27120112,451905,,1/1/2023,1,LR,41,1974,
760,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,42151,42152,0303 27120201,454204,,1/1/2023,1,LR,41,1974,
761,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,42271,42272,0303 27120207,452212,,1/1/2023,1,LR,41,1974,
762,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,42272,42273,0303 27120212,409284,,1/1/2023,1,LR,41,1974,
763,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,43215,43216,0303 27120111,453558,,1/1/2023,1,LR,41,1974,
764,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,43216,43217,0303 27120312,454167,,1/1/2023,1,LR,41,1974,
765,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,43410,43411,0303 27120310,447523,,1/1/2023,1,LR,41,1974,
766,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,44731,44732,0303 27120102,435765,,1/1/2023,1,LR,41,1974,
767,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,44732,44733,0303 27120311,453957,,1/1/2023,1,LR,41,1974,
768,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,46974,46975,0303 27120308,450642,,1/1/2023,1,LR,41,1974,
769,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,48690,48691,0303 27120309,451228,,1/1/2023,1,LR,41,1974,
770,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,50175,50176,0303 27120109,447466,,1/1/2023,1,LR,41,1974,
771,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,52003,52004,0303 27120103,447603,,1/1/2023,1,LR,41,1974,
772,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,52004,52005,0303 27120107,444199,,1/1/2023,1,LR,41,1974,
773,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,52005,52006,0303 27120108,445898,,1/1/2023,1,LR,41,1974,
774,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,52006,52007,0303 27120313,452631,,1/1/2023,1,LR,41,1974,
775,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,53398,53399,0303 27120113,449445,,1/1/2023,1,LR,41,1974,
776,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,53876,53877,0303 27120101,454260,,1/1/2023,1,LR,41,1974,
777,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,53877,53878,0303 27120104,446286,,1/1/2023,1,LR,41,1974,
778,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,53878,53879,0303 27120301,446836,,1/1/2023,1,LR,41,1974,
779,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,58584,58585,0303 27120208,444358,,1/1/2023,1,LR,41,1974,
780,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,58585,58586,0303 27120302,450367,,1/1/2023,1,LR,41,1974,
781,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,58586,58587,0303 27120307,447313,,1/1/2023,1,LR,41,1974,
782,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,85967,85968,0303 27120202,453050,,1/1/2023,1,LR,41,1974,
783,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,85968,85969,0303 27120205,453861,,1/1/2023,1,LR,41,1974,
784,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,85969,85970,0303 27120211,453324,,1/1/2023,1,LR,41,1974,
785,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,85970,85971,0303 27120304,451618,,1/1/2023,1,LR,41,1974,
786,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,116740,116741,0293 24 0027,224993,,1/1/2023,1,TH,31,1995,
787,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,59103,59104,0293 24 0041,574346,,1/1/2023,1,TH,31,1995,
788,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,120625,120626,0293 24 0054,340869,,1/1/2023,1,TH,31,1995,
789,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,40824,40825,0293 24 0031,430691,,1/1/2023,1,TH,31,1995,
790,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,45229,45230,0293 24 0026,177386,,1/1/2023,1,TH,31,1995,
791,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,111414,111415,0293 24 0040,574351,,1/1/2023,1,TH,31,1995,
792,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,32632,32633,0303 27110309,451910,,1/1/2023,1,LR,41,1974,
793,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,36816,36817,0303 27110207,435704,,1/1/2023,1,LR,41,1974,
794,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,36817,36818,0303 27110213,449432,,1/1/2023,1,LR,41,1974,
795,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,39195,39196,0303 27110210,448231,,1/1/2023,1,LR,41,1974,
796,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,39196,39197,0303 27110212,450138,,1/1/2023,1,LR,41,1974,
797,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,39197,39198,0303 27110304,451427,,1/1/2023,1,LR,41,1974,
798,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,39961,39962,0303 27110104,455184,,1/1/2023,1,LR,41,1974,
799,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,42148,42149,0303 27110303,448650,,1/1/2023,1,LR,41,1974,
800,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,42268,42269,0303 27110113,445734,,1/1/2023,1,LR,41,1974,
801,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,42269,42270,0303 27110307,445402,,1/1/2023,1,LR,41,1974,
802,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,42270,42271,0303 27110308,446034,,1/1/2023,1,LR,41,1974,
803,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,43408,43409,0303 27110105,448775,,1/1/2023,1,LR,41,1974,
804,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,43409,43410,0303 27110109,449342,,1/1/2023,1,LR,41,1974,
805,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,44730,44731,0303 27110313,454186,,1/1/2023,1,LR,41,1974,
806,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,46971,46972,0303 27110102,455865,,1/1/2023,1,LR,41,1974,
807,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,46972,46973,0303 27110108,447305,,1/1/2023,1,LR,41,1974,
808,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,46973,46974,0303 27110111,454959,,1/1/2023,1,LR,41,1974,
809,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,48687,48688,0303 27110205,452088,,1/1/2023,1,LR,41,1974,
810,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,48688,48689,0303 27110208,447393,,1/1/2023,1,LR,41,1974,
811,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,48689,48690,0303 27110301,445949,,1/1/2023,1,LR,41,1974,
812,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,49542,49543,0303 27110204,446621,,1/1/2023,1,LR,41,1974,
813,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,50172,50173,0303 27110101,450640,,1/1/2023,1,LR,41,1974,
814,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,50173,50174,0303 27110112,444886,,1/1/2023,1,LR,41,1974,
815,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,50174,50175,0303 27110312,446512,,1/1/2023,1,LR,41,1974,
816,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,51920,51921,0303 27110107,455829,,1/1/2023,1,LR,41,1974,
817,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,53395,53396,0303 27110203,410034,,1/1/2023,1,LR,41,1974,
818,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,53396,53397,0303 27110302,448126,,1/1/2023,1,LR,41,1974,
819,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,53397,53398,0303 27110310,447940,,1/1/2023,1,LR,41,1974,
820,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,58582,58583,0303 27110110,450220,,1/1/2023,1,LR,41,1974,
821,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,58583,58584,0303 27110311,454732,,1/1/2023,1,LR,41,1974,
822,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,85961,85962,0303 27110103,446616,,1/1/2023,1,LR,41,1974,
823,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,85962,85963,0303 27110201,445180,,1/1/2023,1,LR,41,1974,
824,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,85963,85964,0303 27110202,451537,,1/1/2023,1,LR,41,1974,
825,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,85964,85965,0303 27110209,445200,,1/1/2023,1,LR,41,1974,
826,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,85965,85966,0303 27110211,447625,,1/1/2023,1,LR,41,1974,
827,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,85966,85967,0303 27110305,445005,,1/1/2023,1,LR,41,1974,
828,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,44475,44476,0293 24 0010,387724,,1/1/2023,1,TH,31,1994,
829,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,59102,59103,0293 24 0025,130648,,1/1/2023,1,TH,31,1995,
830,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,116892,116893,0293 24 0032,386209,,1/1/2023,1,TH,31,1995,
831,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,113393,113394,0293 24 0039,269983,,1/1/2023,1,TH,31,1995,
832,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,47089,47090,0293 24 0011,298570,,1/1/2023,1,TH,31,1994,
833,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,44478,44479,0293 24 0024,365227,,1/1/2023,1,TH,31,1995,
834,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,99031,99032,0293 28 0022A,574722,,1/1/2023,1,SF,11,2001,
835,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,116742,116743,0293 24 0038,179175,,1/1/2023,1,TH,31,1995,
836,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,100224,100225,0293 24 0033,130080,,1/1/2023,1,TH,31,1995,
837,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,44476,44477,0293 24 0012,336852,,1/1/2023,1,TH,31,1995,
838,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,43928,43929,0293 24 0037,281651,,1/1/2023,1,TH,31,1995,
839,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,111912,111913,0293 28 0021A,574345,,1/1/2023,1,SF,11,2001,
840,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,40825,40826,0293 24 0034,291964,,1/1/2023,1,TH,31,1995,
841,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,44477,44478,0293 24 0023,335088,,1/1/2023,1,TH,31,1995,
842,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,95321,95322,0293 24 0013,278965,,1/1/2023,1,TH,31,1994,
843,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,116741,116742,0293 24 0035,341140,,1/1/2023,1,TH,31,1995,
844,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,23327,23328,0294 04080207,445975,,1/1/2023,1,LR,41,1974,
845,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,23328,23329,0294 04080209,449232,,1/1/2023,1,LR,41,1974,
846,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,33394,33395,0294 04080303,427701,,1/1/2023,1,LR,41,1974,
847,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,33395,33396,0294 04080305,446168,,1/1/2023,1,LR,41,1974,
848,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,35147,35148,0294 04080110,452645,,1/1/2023,1,LR,41,1974,
849,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,38717,38718,0294 04080112,446940,,1/1/2023,1,LR,41,1974,
850,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,38718,38719,0294 04080202,448807,,1/1/2023,1,LR,41,1974,
851,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,38719,38720,0294 04080312,455337,,1/1/2023,1,LR,41,1974,
852,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,40120,40121,0294 04080211,452708,,1/1/2023,1,LR,41,1974,
853,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,40121,40122,0294 04080307,449419,,1/1/2023,1,LR,41,1974,
854,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,40192,40193,0294 04080107,445315,,1/1/2023,1,LR,41,1974,
855,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,43039,43040,0294 04080101,451631,,1/1/2023,1,LR,41,1974,
856,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,43040,43041,0294 04080102,391999,,1/1/2023,1,LR,41,1974,
857,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,46338,46339,0294 04080105,449074,,1/1/2023,1,LR,41,1974,
858,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,46339,46340,0294 04080212,445279,,1/1/2023,1,LR,41,1974,
859,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,47223,47224,0294 04080103,449217,,1/1/2023,1,LR,41,1974,
860,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,47224,47225,0294 04080210,448988,,1/1/2023,1,LR,41,1974,
861,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,47225,47226,0294 04080301,447575,,1/1/2023,1,LR,41,1974,
862,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,51243,51244,0294 04080104,455167,,1/1/2023,1,LR,41,1974,
863,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,51244,51245,0294 04080205,450402,,1/1/2023,1,LR,41,1974,
