ACCT,Steet Name,City,ZIP,Licence Type,Lic Status,Point X,Point Y
332624,Colesville Manor,SILV,20904,ACC,EX,"1,311,838.00","516,893.00"
1741671,Friars,BETH,20817,ACC,LI,"1,274,691.00","489,341.00"
624230,Elgin,BETH,20817,RLU,AP,"1,274,671.00","477,097.00"
277885,Norwood,SILV,20906,RLU,AP,"1,310,651.00","525,154.00"
40962,Trundle,DICK,20842,RLU,AP,"1,179,133.00","542,679.00"
2158098,Colesberg,SILV,20905,ACC,EX,"1,318,686.00","524,881.00"
388328,Berryville,GERM,20874,RLU,AP,"1,219,885.00","515,281.00"
2060221,Manor Stone,GERM,20874,RLU,AP,"1,221,833.00","515,140.00"
3447050,Aventurine,SILV,20904,ACC,LI,"1,322,610.00","510,838.00"
1761623,Black Rock,GERM,20874,ACC,LI,"1,225,486.00","535,076.00"
3373995,Black Kettle,BOYD,20841,RLU,AP,"1,229,057.00","545,052.00"
407228,Chestnut Oak,GAIT,20878,ACC,EX,"1,234,781.00","525,170.00"
3245751,Quail Run,GAIT,20878,RLU,PE,"1,236,077.00","523,409.00"
2609975,Bracken Hill,POTO,20854,RLU,AP,"1,238,079.00","506,415.00"
523682,Bradley,CHEV,20815,RLU,PE,"1,287,859.00","477,401.00"
410966,Bradbury,GAIT,20878,ACC,LI,"1,240,496.00","533,711.00"
391782,Stoney Creek,POTO,20854,RLU,AP,"1,238,398.00","504,101.00"
2770827,Turley,NPOT,20878,RLU,AP,"1,240,362.00","524,481.00"
2307290,Mossbrook,GERM,20874,RLU,AP,"1,240,502.00","548,292.00"
815617,St Johnsbury,GERM,20876,RLU,AP,"1,244,813.00","549,255.00"
2740103,Ridge View,BOYD,20841,RLU,AP,"1,240,370.00","565,643.00"
2751301,Brink Meadow,GERM,20876,RLU,AP,"1,242,884.00","563,685.00"
2266052,Shakespeare,GERM,20876,RLU,AP,"1,244,319.00","558,549.00"
31592,Greenfield,GERM,20876,RLU,AP,"1,240,682.00","555,975.00"
412032,Cherry Grove,GAIT,20878,ACC,LI,"1,244,587.00","525,178.00"
2404580,Pleasant Meadow,NPOT,20878,RLU,AP,"1,245,134.00","518,299.00"
1472634,High Point,GAIT,20879,RLU,AP,"1,245,475.00","546,409.00"
1472315,Rambling,GAIT,20879,RLU,AP,"1,245,765.00","547,051.00"
411174,Bradbury,GAIT,20878,ACC,PE,"1,240,087.00","533,883.00"
3218154,Potomac Oaks,ROCK,20850,RLU,PE,"1,246,659.00","515,434.00"
2878158,Centurion,POTO,20854,RLU,AP,"1,243,907.00","512,273.00"
3077170,Seneca Forest,GERM,20876,RLU,AP,"1,245,977.00","560,673.00"
3474827,Potomac Oaks,ROCK,20850,RLU,AP,"1,248,768.00","516,443.00"
3113198,Beechknoll,POTO,20854,RLU,AP,"1,250,468.00","514,574.00"
817376,Staleybridge,GERM,20876,RLU,AP,"1,243,774.00","546,985.00"
1553387,Joshua Tree,GAIT,20878,ACC3,LI,"1,245,936.00","522,754.00"
856140,Spring Knoll,ROCK,20854,ACC3,LI,"1,249,107.00","494,799.00"
867644,Falls,POTO,20854,RLU,AP,"1,247,388.00","485,018.00"
2866151,River,POTO,20854,RLU,AP,"1,250,546.00","493,997.00"
397994,Albermyrtle,POTO,20854,RLU,AP,"1,245,819.00","506,691.00"
2833093,Knights,GERM,20876,RLU,AP,"1,247,545.00","552,123.00"
1884930,Dalyn,POTO,20854,RLU,AP,"1,236,503.00","502,623.00"
2335834,Cloverdale,GERM,20874,ACC3,LI,"1,233,810.00","556,918.00"
2098212,Beall Creek,GAIT,20877,ACC,EX,"1,236,616.00","506,368.00"
1743134,Bradley,CHEV,20815,ACC,EX,"1,290,774.00","477,220.00"
3149408,Lake Placid,GERM,20874,ACC3,FD,"1,233,708.00","546,169.00"
1069511,Cedar,TAKO,20912,ACC,EX,"1,308,003.00","477,360.00"
3550727,Brass Ring,POTO,20854,RLU,AP,"1,232,961.00","503,468.00"
2436200,Clear Morning,GERM,20874,RLU,AP,"1,232,127.00","558,100.00"
2289177,Peach Leaf,GAIT,20878,ACC,LI,"1,242,289.00","526,424.00"
3001672,Emerald,GERM,20876,RLU,AP,"1,240,029.00","560,218.00"
28036,Joyce,CLAR,20871,ACC,EX,"1,231,802.00","589,082.00"
3329235,Bowman Ridge,GERM,20874,RLU,AP,"1,231,854.00","549,977.00"
18287,Shawnee,CLAR,20871,RLU,AP,"1,236,551.00","569,993.00"
3170542,Allegheny,TAKO,20912,ACC3,FC,"1,310,739.00","474,877.00"
62695,Strathmore,KENS,20895,RLU,AP,"1,282,889.00","498,328.00"
1230144,Farthing,SILV,20906,ACC,EX,"1,292,972.00","508,295.00"
3173237,Poplar,TAKO,20912,ACC,EX,"1,311,490.00","475,368.00"
352405,Sarah,SILV,20904,RLU,AP,"1,317,017.00","504,941.00"
1139658,Thornwood,KENS,20895,ACC,EX,"1,287,502.00","492,550.00"
344212,Davan,SILV,20904,RLU,AP,"1,309,173.00","507,977.00"
1321240,Palmira,SILV,20906,ACC,PE,"1,290,552.00","513,944.00"
471337,Leland,CHEV,20815,RLU,AP,"1,287,428.00","478,417.00"
492113,Aberdeen,BETH,20814,RLU,AP,"1,280,156.00","480,978.00"
1075396,Sycamore,TAKO,20912,ACC,PE,"1,310,700.00","477,342.00"
1387034,Vista,ROCK,20853,RLU,PE,"1,284,934.00","516,503.00"
481245,Cabin,CABI,20818,RLU,AP,"1,268,437.00","476,903.00"
2879288,Garden Grove,LAYT,20882,RLU,AP,"1,274,473.00","556,961.00"
1835212,Baileys,SILV,20906,RLU,PE,"1,294,700.00","525,846.00"
1600263,Walhonding,BETH,20816,RLU,AP,"1,275,490.00","471,179.00"
3110207,Delta,LAYT,20882,RLU,AP,"1,267,202.00","557,090.00"
2065906,Damascus,GAIT,20882,RLU,AP,"1,268,610.00","582,395.00"
1885694,Dinwiddie,ROCK,0,RLU,PE,"1,270,015.00","503,157.00"
2384300,Montrose Village,ROCK,20852,RLU,AP,"1,275,514.00","505,549.00"
2734545,Rosewood Manor,GAIT,20882,ACC,EX,"1,268,686.00","554,783.00"
670588,Newbold,BETH,20817,RLU,AP,"1,273,501.00","490,129.00"
682597,Owen,BETH,20817,ACC,LI,"1,271,463.00","475,987.00"
1077613,Pine,TAKO,20912,ACC,EX,"1,309,690.00","476,330.00"
1828488,Granby,ROCK,20855,ACC3,LI,"1,277,101.00","546,463.00"
509293,Mohican,BETH,20816,ACC3,LI,"1,275,813.00","473,055.00"
1679538,Beechdale,ROCK,20855,ACC,LI,"1,276,069.00","544,408.00"
1869821,Overlea,BETH,20816,ACC,LI,"1,278,226.00","468,745.00"
83994,Sedgwick,ROCK,20852,RLU,AP,"1,277,458.00","501,458.00"
134684,Neilwood,ROCK,20853,ACC,LI,"1,277,510.00","502,427.00"
2304946,Rolling,DERW,20855,ACC3,FC,"1,276,956.00",
385,Muncaster,DERW,20855,ACC,PE,"1,278,358.00","545,633.00"
698206,Cheshire,BETH,20814,ACC,LI,"1,278,436.00","494,655.00"
618683,Kenhill,BETH,20817,RLU,AP,"1,277,627.00","477,549.00"
632662,Singleton,BETH,20817,ACC,LI,"1,276,694.00","490,540.00"
660283,Buttonwood,BETH,20816,RLU,PE,"1,275,258.00","474,313.00"
3302076,Golf Estates,LAYT,20882,RLU,AP,"1,277,496.00","563,389.00"
423786,MacArthur,BETH,20816,ACC,LI,"1,276,501.00","467,913.00"
603658,Kirkwood,BETH,20816,RLU,AP,"1,280,590.00","472,429.00"
448308,Ridge,BETH,20816,ACC,LI,"1,277,569.00","465,153.00"
68497,Wilwyn,ROCK,20852,RLU,AP,"1,285,802.00","501,118.00"
450563,Broad,BETH,20816,ACC,LI,"1,278,654.00","463,490.00"
572614,Old Georgetown,BETH,20814,ACC3,LI,"1,279,554.00","489,272.00"
651995,Rayburn,BETH,20817,RLU,AP,"1,278,046.00","482,213.00"
925000,Clarksburg,DAMA,20872,RLU,AP,"1,247,269.00","603,738.00"
852266,Oaklyn,POTO,20854,RLU,AP,"1,250,512.00","487,449.00"
878738,Pleasant Hill,POTO,20854,RLU,AP,"1,246,962.00","489,366.00"
2876230,MacArthur,POTO,20854,RLU,AP,"1,249,004.00","478,480.00"
2692495,Outpost,NPOT,20878,RLU,AP,"1,248,849.00","518,557.00"
895130,Meadow Creek,POTO,20854,RLU,AP,"1,248,393.00","506,392.00"
2997217,Yellow Leaf,GERM,20876,ACC3,LI,"1,247,438.00","553,377.00"
2820320,Brickyard,POTO,20854,RLU,AP,"1,252,093.00","479,028.00"
878317,Stanmore,POTO,20854,RLU,PE,"1,248,788.00","491,176.00"
2804273,Cross Laurel,GERM,20876,RLU,AP,"1,248,230.00","554,366.00"
1544862,Piney Glen,POTO,20854,RLU,AP,"1,248,244.00","508,329.00"
2655527,Avenel Farm,POTO,20854,RLU,PE,"1,253,013.00","485,833.00"
88768,Cleveland,ROCK,20850,RLU,AP,"1,257,489.00","511,187.00"
3211621,Travilah,ROCK,20850,RLU,AP,"1,251,663.00","517,710.00"
860940,Glen,POTO,20854,RLU,AP,"1,254,312.00","495,582.00"
933352,Watkins,GAIT,20882,ACC,LI,"1,256,950.00","570,551.00"
2695055,Natelli Woods,BETH,20817,RLU,PE,"1,254,291.00","480,843.00"
813904,Emory Grove,GAIT,20877,ACC,EX,"1,256,227.00","545,974.00"
850586,Edison,POTO,20854,RLU,PE,"1,252,003.00","498,100.00"
2650137,Preakness,DAMA,20872,RLU,AP,"1,249,446.00","580,077.00"
945202,Fox Ridge,DAMA,20872,RLU,AP,"1,252,325.00","602,880.00"
945111,Honeysuckle,DAMA,20872,ACC,LI,"1,252,396.00","602,351.00"
3248116,Aldersgate,ROCK,20850,RLU,AP,"1,254,158.00","507,868.00"
2648921,Sylvan Glade,NO P,20878,RLU,AP,"1,251,300.00","519,693.00"
2994555,Ginkgo,ROCK,20850,RLU,AP,"1,254,814.00","516,365.00"
3425840,Highland Manor,LAYT,20882,RLU,AP,"1,254,832.00","583,775.00"
943497,Mt. Vernon,DAMA,20872,RLU,AP,"1,255,453.00","588,964.00"
867165,Brickyard,POTO,20854,RLU,AP,"1,250,049.00","483,773.00"
139722,Wooden Bridge,POTO,20854,RLU,AP,"1,257,557.00","508,162.00"
2886956,River,POTO,20854,RLU,AP,"1,256,972.00","489,240.00"
2546434,Foxlair,LAYT,20882,RLU,AP,"1,257,340.00","566,223.00"
124300,Atwell,POTO,20854,ACC,EX,"1,261,749.00","506,197.00"
1511463,Aspenwood,GAIT,20879,RLU,AP,"1,256,116.00","555,753.00"
3259575,Eldwick,POTO,20854,RLU,AP,"1,257,271.00","499,625.00"
13742,Goshen,LAYT,20882,RLU,AP,"1,259,681.00","559,275.00"
866775,Inglewood,POTO,20854,RLU,AP,"1,259,727.00","489,245.00"
1703606,Sprinklewood,POTO,20854,RLU,AP,"1,258,605.00","499,619.00"
3060682,Traxell,GAIT,20879,RLU,AP,"1,260,127.00","544,044.00"
138875,Orchard Brook,POTO,20854,RLU,AP,"1,258,673.00","507,910.00"
3015656,Falls,POTO,20854,RLU,AP,"1,261,211.00","506,101.00"
102393,Deborah,POTO,20854,RLU,AP,"1,264,911.00","502,289.00"
2347865,Cross Country,GAIT,20879,RLU,AP,"1,261,768.00","544,566.00"
2347854,Cross Country,GAIT,20879,RLU,PE,"1,261,799.00","544,638.00"
3351544,Endicott,BETH,20817,RLU,AP,"1,265,185.00","478,600.00"
875360,Fenway,BETH,20817,ACC,LI,"1,263,578.00","481,628.00"
3077658,80th,CABI,20818,ACC,PE,"1,265,415.00","477,203.00"
1977681,Mountain Laurel,GAIT,20879,ACC,EX,"1,264,327.00","544,551.00"
93366,Jubal Early,ROCK,20854,ACC3,LI,"1,264,003.00","505,509.00"
481507,Riverside,CABI,20818,ACC,LI,"1,265,660.00","475,518.00"
3191965,Thornley,BETH,20817,ACC,EX,"1,266,200.00","479,880.00"
92566,Inspection House,ROCK,20854,ACC3,LI,"1,265,843.00","505,413.00"
93344,Postoak,POTO,20854,ACC,LI,"1,265,657.00","504,599.00"
1914126,Amity,GAIT,20877,ACC,LI,"1,265,388.00","536,787.00"
3068698,Brown,WASH,20880,RLU,AP,"1,263,245.00","534,782.00"
101412,Charen,POTO,20852,ACC,LI,"1,264,952.00","503,812.00"
874228,Peck,BETH,20817,ACC,EX,"1,264,097.00","482,944.00"
2873896,Watkins,GAIT,20882,ACC3,LI,"1,260,546.00","571,906.00"
3150156,Windsor Knoll,GAIT,20882,RLU,PE,"1,265,947.00","557,228.00"
2866867,Woodfield,GAIT,20882,RLU,AP,"1,266,745.00","558,551.00"
436106,Arrowood,BETH,20817,RLU,AP,"1,269,582.00","487,061.00"
483200,Tomlinson,CABI,20818,RLU,AP,"1,267,470.00","476,901.00"
1857617,Seven Locks,CABI,20818,ACC,LI,"1,266,546.00","477,002.00"
3428513,Redland,ROCK,20855,ACC,LI,"1,271,553.00","535,743.00"
642411,Inglemere,BETH,20817,RLU,AP,"1,273,528.00","492,410.00"
2752180,Grenadier,BETH,20817,RLU,AP,"1,267,056.00","491,060.00"
2734818,Rosewood Manor,GAIT,20879,RLU,PE,"1,268,639.00","554,301.00"
13640,Exodus,GAIT,20882,RLU,AP,"1,265,468.00","559,465.00"
484591,77th,CABI,20818,ACC,EX,"1,267,214.00","476,476.00"
2734671,Rosewood Manor,GAIT,20879,RLU,AP,"1,268,932.00","554,642.00"
15730,Etchison,GAIT,20882,RLU,AP,"1,269,346.00","581,266.00"
669168,Buttermere,BETH,20817,ACC3,LI,"1,272,562.00","492,501.00"
856710,Thomas Branch,BETH,20817,RLU,AP,"1,271,009.00","492,919.00"
437932,Arrowood,BETH,20817,RLU,AP,"1,270,895.00","486,397.00"
869596,Carteret,BETH,20817,ACC,PE,"1,267,915.00","487,840.00"
683078,Braeburn,BETH,20817,RLU,AP,"1,271,921.00","477,059.00"
442392,Radnor,BETH,20817,RLU,AP,"1,280,233.00","477,720.00"
627517,Newmarket,BETH,20817,RLU,AP,"1,276,515.00","480,828.00"
2852096,Belle Chase,LAYT,20882,RLU,AP,"1,273,585.00","554,504.00"
587581,Bradley,BETH,20817,ACC3,LI,"1,277,517.00","483,565.00"
2036380,Rolling Hill,LAYT,20882,ACC,EX,"1,274,152.00","566,675.00"
2896090,Burning Tree,BETH,20817,RLU,AP,"1,273,835.00","487,734.00"
1688817,Hipsley Mill,LAYT,20882,ACC,PE,"1,273,591.00","578,581.00"
598208,Bellevue,BETH,20814,ACC,LI,"1,284,450.00","490,540.00"
1447333,Dabney,ROCK,20853,ACC,LI,"1,285,593.00","519,796.00"
2725197,Thornbush,BETH,20814,RLU,AP,"1,281,215.00","494,579.00"
1374998,Canterbury,ROCK,20853,ACC,EX,"1,288,629.00","517,389.00"
1851223,Sundown,LAYT,20882,ACC,LI,"1,286,226.00","565,117.00"
1165112,Bennion,SILV,20906,ACC,LI,"1,287,244.00","504,544.00"
1320347,Dauphine,SILV,20906,ACC,LI,"1,290,436.00","512,788.00"
2093312,Skymist,OLNE,20832,RLU,AP,"1,287,540.00","541,040.00"
590852,Kentbury,BETH,20814,RLU,AP,"1,288,329.00","482,092.00"
766790,Kilt,OLNE,20832,RLU,AP,"1,288,818.00","544,124.00"
752097,Marlin,ROCK,20853,ACC,LI,"1,281,769.00","521,367.00"
1339676,Weller,SILV,20906,RLU,AP,"1,288,935.00","507,917.00"
1262856,Wexford,KENS,20895,RLU,AP,"1,289,298.00","498,922.00"
597330,Parkhill,BETH,20814,ACC,LI,"1,286,015.00","489,444.00"
725493,Prestwood,OLNE,20832,RLU,AP,"1,286,249.00","539,775.00"
1339608,Isbell,SILV,20906,RLU,AP,"1,288,585.00","509,127.00"
1292671,Jeffry,SILV,20906,ACC,LI,"1,290,100.00","509,851.00"
471931,45th,CHEV,20815,RLU,PE,"1,286,958.00","478,662.00"
694846,Woolsey,CHEV,20815,RLU,AP,"1,292,854.00","481,177.00"
455406,Western,CHEV,20815,RLU,AP,"1,291,728.00","475,262.00"
1247348,Randolph,SILV,20902,RLU,AP,"1,291,015.00","506,612.00"
531671,Rossdhu,CHEV,20815,ACC,LI,"1,293,456.00","481,181.00"
708853,Georgia,BRKV,20833,RLU,AP,"1,293,796.00","559,070.00"
729560,Queen Elizabeth,OLNE,20832,ACC,EX,"1,289,702.00","537,832.00"
729786,Queen Mary,OLNE,20832,ACC,LI,"1,289,832.00","538,797.00"
728020,Howe,OLNE,20832,ACC,LI,"1,291,932.00","539,446.00"
1315410,Georgia,SILV,20906,ACC,LI,"1,294,392.00","511,058.00"
2774131,Thatcher,OLNE,20832,RLU,AP,"1,291,753.00","535,778.00"
1244607,Connecticut,SILV,20906,RLU,AP,"1,291,169.00","510,214.00"
1156221,Saul,KENS,20895,RLU,AP,"1,292,348.00","491,573.00"
1150793,Kenmore,KENS,20895,ACC3,LI,"1,293,033.00","491,265.00"
524128,Curtis,CHEV,20815,RLU,AP,"1,287,658.00","478,898.00"
437544,Le Velle,CHEV,20815,ACC3,LI,"1,293,863.00","487,842.00"
1184720,Parker,SILV,20902,RLU,AP,"1,294,303.00","502,619.00"
1183350,Blueridge,SILV,20902,RLU,AP,"1,296,911.00","501,404.00"
1185143,Blueridge,SILV,20902,RLU,AP,"1,296,966.00","501,392.00"
1398675,College View,SILV,20902,RLU,AP,"1,293,633.00","501,462.00"
1246606,Janet,SILV,20906,ACC3,PE,"1,291,483.00","509,540.00"
1247053,Crisfield,SILV,20906,ACC,PE,"1,292,018.00","510,657.00"
1817100,Briars,BRKV,20833,ACC,EX,"1,292,570.00","546,724.00"
1250916,Urbana,SILV,20906,RLU,AP,"1,295,752.00","507,629.00"
1192627,Weller,SILV,20902,RLU,AP,"1,294,755.00","509,683.00"
645380,Western,CHEV,20815,ACC,LI,"1,294,677.00","478,214.00"
703760,Holiday,BRKV,20833,RLU,AP,"1,294,654.00","553,931.00"
3046316,Viburnum,OLNE,20832,RLU,AP,"1,294,734.00","544,084.00"
1169280,Sigsbee,WHEA,20906,ACC3,PE,"1,288,071.00","505,811.00"
1171660,Gridley,SILV,20906,RLU,AP,"1,287,284.00","505,869.00"
727151,Holly Ridge,ROCK,20853,RLU,PE,"1,288,103.00","527,735.00"
590533,Maple,BETH,20814,ACC3,LI,"1,287,612.00","482,831.00"
1170803,Veirs Mill,SILV,20906,RLU,AP,"1,289,167.00","505,648.00"
1170186,Clearfield,SILV,20906,RLU,AP,"1,287,351.00","506,599.00"
1305901,Eastland,ROCK,20853,ACC3,PE,"1,286,867.00","515,939.00"
1345930,Culver,KENS,20895,ACC,LI,"1,289,208.00","489,092.00"
1809281,Damascus,GAIT,20882,RLU,AP,"1,286,862.00","568,301.00"
498622,Chelsea,BETH,20814,ACC3,LI,"1,285,765.00","483,751.00"
1139818,Saul,KENS,20895,ACC3,LI,"1,285,928.00","492,712.00"
589933,Sleaford,BETH,20814,RLU,AP,"1,287,542.00","481,910.00"
639377,Kerry,CHEV,20815,RLU,PE,"1,291,911.00","482,917.00"
1286910,Jeffry,SILV,20906,RLU,AP,"1,289,984.00","509,867.00"
1372033,London,ROCK,20853,RLU,AP,"1,289,553.00","517,711.00"
1274832,Parkland,ROCK,20853,RLU,PE,"1,287,358.00","510,729.00"
3101098,Tackbrooke,OLNE,20832,RLU,AP,"1,283,361.00","544,142.00"
585183,Rayburn,BETH,20817,RLU,AP,"1,278,278.00","484,442.00"
516551,Kenwood,CHEV,20815,RLU,AP,"1,281,829.00","475,162.00"
589000,Hempstead,BETH,20817,RLU,AP,"1,279,190.00","484,183.00"
663388,Redwing,BETH,20817,ACC,LI,"1,276,325.00","475,746.00"
580330,Hempstead,BETH,20817,ACC,LI,"1,279,302.00","487,363.00"
2706525,Fraley Farm,DERW,20855,RLU,AP,"1,279,948.00","541,845.00"
649822,Oldchester,BETH,20814,ACC3,LI,"1,280,486.00","480,016.00"
679340,Ipswich,BETH,20814,RLU,AP,"1,279,824.00","492,027.00"
634876,Belhaven,BETH,20817,ACC,EX,"1,278,087.00","491,751.00"
515317,Jefferson,BETH,20817,RLU,AP,"1,279,805.00","484,226.00"
735116,Woodway,DERW,20855,RLU,PE,"1,279,001.00","545,554.00"
2616878,Azalea,DERW,20855,RLU,PE,"1,279,602.00","541,901.00"
580727,Sonoma,BETH,20817,RLU,AP,"1,277,614.00","486,767.00"
690484,Alta Vista,BETH,20817,ACC,LI,"1,281,917.00","489,445.00"
543840,West Virginia,BETH,20814,ACC3,LI,"1,286,217.00","482,272.00"
734987,Shremor,ROCK,20855,ACC,LI,"1,279,776.00","546,181.00"
65142,Aurora,KENS,20895,ACC,LI,"1,284,465.00","498,630.00"
661117,Westridge,BETH,20816,ACC,LI,"1,282,808.00","470,376.00"
1304768,Mercury,ROCK,20853,RLU,AP,"1,284,564.00","509,736.00"
68156,Ashley,ROCK,20852,RLU,AP,"1,286,140.00","504,773.00"
1384667,Arctic,ROCK,20853,ACC,LI,"1,284,778.00","514,681.00"
441158,Glenbrook,BETH,20814,ACC,LI,"1,283,131.00","481,650.00"
1303172,Iris,ROCK,20853,ACC3,PE,"1,285,026.00","514,024.00"
2859133,Exeter,BETH,20814,RLU,AP,"1,282,890.00","479,746.00"
500384,Windsor,BETH,20814,ACC3,LI,"1,285,679.00","483,832.00"
1389248,Arctic,ROCK,20853,ACC,LI,"1,285,325.00","516,949.00"
515033,Garfield,BETH,20817,RLU,AP,"1,279,447.00","484,884.00"
536241,Essex,CHEV,20815,RLU,AP,"1,284,207.00","473,797.00"
1280002,Independence,ROCK,20853,RLU,AP,"1,286,734.00","512,629.00"
543656,Highland,BETH,20814,ACC,LI,"1,285,677.00","482,357.00"
471394,Elm,CHEV,20815,RLU,AP,"1,286,695.00","479,401.00"
707448,Zion,GAIT,20879,RLU,AP,"1,284,651.00","557,712.00"
441717,Battery,BETH,20814,ACC,EX,"1,282,843.00","481,694.00"
1445482,Norbeck,ROCK,20853,RLU,AP,"1,283,889.00","521,620.00"
598185,Rockville,BETH,20814,ACC,LI,"1,284,321.00","490,661.00"
702696,Emory,ROCK,20853,RLU,AP,"1,288,497.00","532,001.00"
1370331,Dunnel,KENS,20895,RLU,AP,"1,288,650.00","490,196.00"
2926222,Brookeville,BRKV,20833,RLU,AP,"1,287,938.00","552,238.00"
90410,Waycross,KENS,20895,RLU,AP,"1,283,647.00","500,758.00"
443567,Burling,BETH,20814,RLU,AP,"1,281,373.00","478,532.00"
546717,Duvall,BETH,20816,ACC,LI,"1,282,727.00","467,319.00"
1411192,Walbridge,ROCK,20853,RLU,AP,"1,285,111.00","509,340.00"
63143,Aurora,KENS,20895,RLU,AP,"1,283,926.00","498,433.00"
1142942,Amherst,BETH,20814,ACC,EX,"1,286,406.00","491,724.00"
596803,Asbury,BETH,20814,ACC,LI,"1,284,194.00","490,900.00"
3163752,Poplar,TAKO,20912,ACC3,PE,"1,311,963.00","474,939.00"
284232,Burnt Mills,SILV,20901,ACC,LI,"1,313,388.00","498,475.00"
1076983,Sycamore,TAKO,20912,ACC,EX,"1,311,282.00","476,887.00"
2100817,Carona,SILV,20905,RLU,AP,"1,305,033.00","521,473.00"
1324675,LeBaron,SILV,20902,ACC,LI,"1,308,250.00","502,753.00"
1351656,Lawnsberry,SILV,20901,ACC,LI,"1,312,905.00","490,894.00"
344644,Falmouth,SILV,20904,ACC3,LI,"1,309,933.00","510,374.00"
1007438,Wayne,SILV,20901,RLU,AP,"1,310,324.00","486,521.00"
310775,Orchard,SILV,20904,RLU,AP,"1,313,239.00","515,976.00"
1066415,Carroll,TAKO,20912,ACC,EX,"1,311,439.00","478,653.00"
1066073,Maple,TAKO,20912,RLU,PE,"1,308,792.00","477,904.00"
3161376,Sycamore,TAKO,20912,ACC,EX,"1,311,388.00","476,745.00"
335786,Brantford,SILV,20904,ACC,PE,"1,314,205.00","507,147.00"
1210897,Kerwin,SILV,20901,RLU,AP,"1,307,540.00","496,292.00"
1009461,Bradford,SILV,20901,RLU,AP,"1,310,173.00","487,535.00"
1066927,Maple,TAKO,20912,ACC,EX,"1,311,243.00","481,026.00"
2013903,Pleasant Grove,SILV,20904,RLU,AP,"1,311,087.00","516,324.00"
3069897,Cricket Hil,GERM,20874,RLU,AP,"1,232,394.00","539,844.00"
3145558,Sligo Creek,TAKO,20912,ACC,EX,"1,311,063.00","480,978.00"
3328093,Heartfields,SILV,20904,ACC,EX,"1,314,949.00","503,063.00"
1056028,Colesville,SILV,20910,ACC3,LI,"1,305,635.00","486,902.00"
3163433,Garland,TAKO,20912,RLU,AP,"1,313,959.00","480,261.00"
3168641,Cole,TAKO,20912,ACC,EX,"1,314,605.00","480,857.00"
3175305,Glenside,TAKO,20912,ACC,EX,"1,314,588.00","479,774.00"
1398152,University,SILV,20901,ACC,PE,"1,313,691.00","486,070.00"
335046,Montclair,SILV,20904,RLU,AP,"1,315,741.00","508,471.00"
280245,Nolcrest,SILV,20903,ACC,LI,"1,314,482.00","496,436.00"
1359663,Chester,TAKO,20912,ACC,PE,"1,313,782.00","482,105.00"
333583,Downs,SILV,20904,ACC,LI,"1,317,069.00","507,160.00"
1237247,Dalewood,SILV,20906,RLU,AP,"1,293,533.00","508,390.00"
1179051,Monterrey,WHEA,20902,RLU,AP,"1,294,464.00","501,874.00"
1026591,Upton,KENS,20895,RLU,AP,"1,295,542.00","500,162.00"
1193440,Epping,SILV,20906,RLU,AP,"1,295,101.00","508,168.00"
1027802,West,KENS,20895,ACC,LI,"1,294,182.00","499,726.00"
3144873,Kenton,SILV,20902,RLU,AP,"1,293,668.00","500,691.00"
1180538,Kingtree,SILV,20902,ACC,LI,"1,295,020.00","503,123.00"
1185427,Veirs Mill,SILV,20902,ACC,LI,"1,295,641.00","500,964.00"
1099756,Eccleston,SILV,20902,ACC,PE,"1,298,014.00","493,833.00"
1181486,Arcola,SILV,20910,RLU,AP,"1,297,403.00","502,668.00"
1418730,Louis,SILV,20910,ACC3,LI,"1,299,093.00","487,410.00"
1089336,16TH,SILV,20910,RLU,AP,"1,300,830.00","486,970.00"
1331842,Monticello,SILV,20902,RLU,AP,"1,304,031.00","501,542.00"
1104490,Homestead,SILV,20902,ACC,EX,"1,297,655.00","494,837.00"
1393651,Channing,SILV,20902,ACC,LI,"1,300,731.00","501,453.00"
1177096,Henderson,SILV,20902,RLU,AP,"1,297,509.00","504,195.00"
2412831,Monroe,SILV,20910,ACC,LI,"1,298,970.00","489,197.00"
2650616,Morningmist,SILV,20906,RLU,PE,"1,300,527.00","524,103.00"
1461937,Turnmore,SILV,20906,RLU,AP,"1,299,726.00","515,577.00"
2258768,Ewood,SILV,20906,ACC3,LI,"1,298,349.00","511,712.00"
1003180,Stanton,SILV,20910,ACC,LI,"1,295,385.00","490,287.00"
1394963,Marymont,SILV,20906,ACC,EX,"1,298,946.00","526,213.00"
1431246,Woodland,SILV,20910,ACC,LI,"1,301,756.00","488,284.00"
1955888,Ridgecroft,BRKV,20833,RLU,AP,"1,298,072.00","562,907.00"
1089941,Grace Church,SILV,20910,ACC3,LI,"1,299,775.00","486,434.00"
1396528,Bucknell,SILV,20902,ACC,EX,"1,299,258.00","502,263.00"
2743937,Cutstone,SILV,20905,RLU,AP,"1,304,512.00","522,739.00"
959961,Orebaugh,SILV,20902,RLU,AP,"1,301,929.00","502,989.00"
1417963,Luzerne,SILV,20910,ACC,LI,"1,299,704.00","487,837.00"
1868382,Town Line,SILV,20906,ACC,EX,"1,301,267.00","514,545.00"
1431086,Noyes,SILV,20910,ACC3,LI,"1,304,558.00","485,903.00"
1057991,Tulip,TAKO,20912,ACC3,PE,"1,309,080.00","476,951.00"
1076403,Cedar,TAKO,20912,ACC,EX,"1,308,663.00","478,024.00"
1081160,Ritchie,SILV,20910,RLU,AP,"1,309,613.00","480,627.00"
