ACCT,Steet Name,City,ZIP,Licence Type,Lic Status,Point X,Point Y
253286,Falling Creek,SILV,20904,RLU,AP,"1,322,984.00","511,889.00"
261492,Old Lyme,SILV,20905,ACC,LI,"1,309,652.00","520,630.00"
3293288,Sapling Ridge,BRKV,20833,RLU,AP,"1,297,495.00","565,118.00"
3209445,Chandlee Mill,SAND,20860,RLU,AP,"1,304,472.00","546,767.00"
1869397,Birch Springs,SILV,20905,ACC,LI,"1,319,330.00","521,760.00"
1124522,Norbeck,ROCK,20853,RLU,PE,"1,288,034.00","523,731.00"
491038,Wilson,BETH,20814,RLU,AP,"1,283,013.00","480,868.00"
1700807,Spring Meadows,DARN,20874,RLU,AP,"1,227,143.00","520,631.00"
512245,Stratford,BETH,20814,RLU,AP,"1,281,547.00","481,589.00"
2169137,Amity,ROCK,20850,ACC,LI,"1,265,473.00","536,485.00"
556363,Locust,BETH,20814,ACC,LI,"1,281,362.00","488,214.00"
3496697,Jones Mill,CHEV,20815,RLU,AP,"1,294,451.00","487,315.00"
618455,Robinwood,BETH,20817,RLU,AP,"1,277,293.00","479,407.00"
2861422,Potomac Manors,POTO,20854,RLU,AP,"1,251,302.00","492,657.00"
641121,Lone Oak,BETH,20817,ACC3,PE,"1,274,403.00","492,828.00"
503753,Wiscasset,BETH,20816,ACC,LI,"1,276,244.00","473,463.00"
3448908,Pinehurst,CHEV,20815,RLU,AP,"1,295,369.00","479,603.00"
404098,Esworthy,GERM,20874,RLU,PE,"1,230,415.00","514,187.00"
674267,Elsmere,BETH,20814,ACC,LI,"1,283,373.00","489,164.00"
782458,Wheat Fall,DERW,20855,ACC,LI,"1,268,331.00","538,687.00"
1143525,Parkwood,BETH,20814,RLU,AP,"1,284,929.00","492,457.00"
422383,Allandale,BETH,20816,ACC,EX,"1,283,034.00","471,323.00"
271731,Ednor,SILV,20905,RLU,AP,"1,316,049.00","535,953.00"
311393,Snowden,SILV,20905,ACC3,LI,"1,312,286.00","522,958.00"
348356,Nora,SILV,20904,RLU,AP,"1,315,215.00","504,212.00"
1254845,University,SILV,20901,ACC,LI,"1,312,909.00","487,836.00"
1068904,Holly,TAKO,20912,ACC,EX,"1,308,051.00","478,699.00"
998313,Summit,KENS,20895,ACC3,LI,"1,288,564.00","492,214.00"
2828427,Persimmon Tree,POTO,20854,RLU,PE,"1,254,436.00","490,234.00"
3414642,Signal Tree,POTO,20854,RLU,PE,"1,223,879.00","514,093.00"
1807965,Luray,OLNE,20832,ACC,LI,"1,287,981.00","545,762.00"
1359743,Prospect,TAKO,20912,ACC,EX,"1,313,395.00","482,199.00"
64717,Stillwater,KENS,20895,ACC,LI,"1,283,512.00","498,626.00"
1138893,Plyers Mill,SILV,20902,ACC,LI,"1,296,563.00","496,567.00"
2102521,Whitehaven,SILV,20906,RLU,PE,"1,301,130.00","530,041.00"
113113,Mary Cassatt,POTO,20854,ACC3,LI,"1,266,999.00","502,598.00"
1332083,Charlton,SILV,20902,RLU,AP,"1,308,061.00","502,002.00"
1164243,Auth,SILV,20902,RLU,AP,"1,306,110.00","504,954.00"
499810,Jones Bridge,BETH,20814,RLU,AP,"1,286,563.00","484,512.00"
1271190,Parkland,ROCK,20853,ACC3,LI,"1,287,610.00","517,345.00"
597523,Bellevue,BETH,20814,ACC,LI,"1,284,466.00","490,614.00"
1864236,Warfield,GAIT,20882,RLU,AP,"1,258,677.00","556,836.00"
676233,Greenlawn,BETH,20814,ACC,LI,"1,279,076.00","493,148.00"
1288920,Littleton,SILV,20906,ACC,PE,"1,289,645.00","510,751.00"
2211578,Beethoven,SILV,20904,ACC,PE,"1,328,224.00","510,443.00"
671606,Winston,BETH,20817,RLU,AP,"1,275,654.00","476,385.00"
1340868,Havard,SILV,20906,RLU,AP,"1,288,256.00","508,019.00"
1056110,Ellsworth,SILV,20910,ACC,LI,"1,306,279.00","486,831.00"
511230,Wellesley,GLEN,20812,ACC,EX,"1,271,229.00","474,744.00"
107657,Whisperwood,ROCK,20852,ACC,LI,"1,272,533.00","500,062.00"
113465,Seven Locks,POTO,20854,ACC,LI,"1,266,037.00","505,149.00"
3069658,Sanderling,GERM,20874,RLU,AP,"1,231,751.00","540,473.00"
1368428,Ladd,SILV,20902,RLU,AP,"1,302,363.00","500,195.00"
897776,Ledgerock,POTO,20854,RLU,AP,"1,255,020.00","504,866.00"
1080358,Maple,TAKO,20912,RLU,AP,"1,309,058.00","477,900.00"
434016,Persimmon Tree,BETH,20817,ACC,LI,"1,263,606.00","477,499.00"
396363,Germantown,GERM,20874,RLU,AP,"1,228,596.00","533,061.00"
2534562,Saddle River,POTO,20878,RLU,AP,"1,243,088.00","517,997.00"
3497260,Oak Hill,SPEN,20868,RLU,AP,"1,322,209.00","535,528.00"
1361917,Emily,KENS,20895,ACC,EX,"1,291,227.00","500,221.00"
3174174,Allegheny,TAKO,20912,ACC,EX,"1,310,578.00","475,292.00"
727594,Chestnut,ROCK,20853,ACC3,LI,"1,287,655.00","527,221.00"
871965,Carteret,BETH,20817,ACC,LI,"1,266,627.00","487,873.00"
3150167,Windsor Knoll,LAYT,20882,RLU,AP,"1,266,041.00","557,287.00"
3197893,Allnutt,BURT,20866,RLU,AP,"1,326,082.00","527,977.00"
496736,Hampden,BETH,20817,RLU,AP,"1,279,929.00","482,860.00"
1282626,Whitehall,SILV,20901,ACC,PE,"1,304,605.00","496,334.00"
2313600,Greencastle,BURT,20866,RLU,AP,"1,325,925.00","522,584.00"
459277,Taylor,CHEV,20815,ACC3,LI,"1,290,929.00","478,786.00"
1079281,Maple,TAKO,20912,ACC,EX,"1,308,659.00","477,667.00"
614413,Namakagan,BETH,20816,ACC,EX,"1,279,337.00","471,136.00"
1064850,Sycamore,TAKO,20912,ACC,EX,"1,310,951.00","476,900.00"
522893,Leland,CHEV,20815,RLU,AP,"1,287,366.00","478,611.00"
1158311,Grubb,CHEV,20815,ACC,LI,"1,296,287.00","484,192.00"
2978852,Old Baltimore,BRKV,20833,RLU,AP,"1,298,149.00","548,470.00"
3574095,Arora Hills,CLAR,20871,RLU,AP,"1,243,095.00","571,300.00"
3190551,Crownsgate,GERM,20874,RLU,AP,"1,232,498.00","542,606.00"
331697,Fairhill,SILV,20904,ACC,LI,"1,312,291.00","512,825.00"
12758,Exodus,GAIT,20882,RLU,AP,"1,264,860.00","558,172.00"
3215127,Dresden,KENS,20895,RLU,AP,"1,288,630.00","493,337.00"
665731,Westpath,BETH,20816,RLU,AP,"1,276,648.00","468,819.00"
3040684,Linden Grove,SILV,20902,RLU,AP,"1,298,480.00","488,047.00"
1426796,Crestridge,SILV,20910,RLU,AP,"1,302,759.00","489,283.00"
1431100,Colesville,SILV,20910,RLU,PE,"1,305,303.00","486,709.00"
1464372,Wallingford,SILV,20906,ACC3,PE,"1,301,191.00","529,240.00"
945441,Johns,DAMA,20872,RLU,AP,"1,252,341.00","603,627.00"
1485465,Colebrook,POTO,20854,ACC,LI,"1,252,261.00","500,697.00"
77003,Circle,ROCK,20850,ACC3,PE,"1,253,458.00","509,589.00"
700026,Buxton,BETH,20817,RLU,AP,"1,264,583.00","478,166.00"
1133867,11th,SILV,20903,ACC,PE,"1,315,900.00","485,335.00"
3017484,Fairland Park,SILV,20904,RLU,AP,"1,322,771.00","513,557.00"
1118315,Lindell,SILV,20902,ACC,LI,"1,297,831.00","505,550.00"
521648,Shepherd,CHEV,20815,RLU,AP,"1,292,717.00","478,052.00"
342851,Eldrid,SILV,20904,RLU,PE,"1,307,277.00","508,838.00"
986827,Granville,SILV,20901,ACC,LI,"1,307,329.00","490,849.00"
2479482,Harrington,POTO,20854,RLU,AP,"1,259,756.00","488,572.00"
3158254,Signal Tree,GERM,20874,RLU,AP,"1,224,185.00","514,483.00"
1065810,Sligo Creek,TAKO,20912,ACC,EX,"1,311,051.00","481,222.00"
3516386,Kemp Mill,SILV,20902,ACC,LI,"1,305,183.00","504,097.00"
2897653,Summer Mill,BETH,20817,RLU,AP,"1,271,218.00","482,047.00"
1180106,Galt,SILV,20902,RLU,AP,"1,295,794.00","500,897.00"
3281246,Holland Meadow,LAYT,20882,RLU,AP,"1,276,020.00","550,458.00"
2035738,Oaklyn,POTO,20854,RLU,AP,"1,252,031.00","487,209.00"
3157966,Highland Farm,POTO,20854,RLU,AP,"1,245,183.00","501,618.00"
1894951,Wilderness Walk,GAIT,20882,ACC,LI,"1,254,159.00","572,921.00"
2802571,Riviera,SILV,20904,ACC,EX,"1,305,785.00","510,812.00"
2892877,Top Ridge,BOYD,20841,RLU,AP,"1,225,536.00","556,744.00"
1316128,Holdridge,SILV,20906,ACC,LI,"1,292,920.00","512,150.00"
1061630,Piney Branch,TAKO,20912,ACC,EX,"1,307,308.00","477,777.00"
3406004,Lakenheath,POTO,20854,RLU,AP,"1,266,703.00","498,840.00"
2032837,Summertree,ROCK,20853,ACC,EX,"1,285,188.00","532,521.00"
3434387,Martinsburg,DICK,20842,RLU,AP,"1,178,299.00","548,187.00"
3259280,Old Briggs Chaney,SILV,20905,RLU,AP,"1,325,439.00","517,058.00"
2861342,Potomac Manors,POTO,20854,RLU,AP,"1,250,655.00","493,104.00"
602040,Coquelin,CHEV,20815,ACC3,LI,"1,293,908.00","484,091.00"
1230521,Atherton,SILV,20906,RLU,AP,"1,290,902.00","509,922.00"
1004880,Holman,SILV,20910,ACC,EX,"1,297,829.00","491,700.00"
94678,Farmland,ROCK,20852,RLU,AP,"1,271,625.00","501,927.00"
501572,Brandt,BETH,20814,ACC3,LI,"1,285,381.00","484,171.00"
1038510,Colesville,SILV,20901,ACC,PE,"1,307,034.00","488,566.00"
660077,Tulip Hill,BETH,20816,RLU,AP,"1,274,486.00","473,263.00"
1793594,Spring Hill,CHEV,20815,RLU,AP,"1,292,777.00","487,442.00"
2966832,Oyster Bay,GAIT,20886,RLU,AP,"1,268,755.00","553,482.00"
543430,Rodman,BETH,20816,ACC3,LI,"1,284,349.00","469,318.00"
2305906,Pinto,ROCK,20850,ACC3,LI,"1,252,316.00","521,350.00"
2035102,Club View,DAMA,20872,RLU,AP,"1,254,344.00","579,883.00"
395381,Berryville,DARN,20874,RLU,PE,"1,219,278.00","517,090.00"
502406,Mohican,BETH,20816,ACC,EX,"1,275,096.00","471,439.00"
3131791,Mt Prospect,ROCK,20850,RLU,AP,"1,242,644.00","513,479.00"
382481,Aylesbury,SILV,20905,ACC,LI,"1,319,461.00","523,821.00"
280473,Blackburn,BURT,20866,RLU,AP,"1,330,802.00","524,247.00"
1079235,Sycamore,TAKO,20912,ACC,EX,"1,311,029.00","476,773.00"
3068825,Griffith,LAYT,20882,RLU,AP,"1,281,801.00","570,230.00"
2870860,Palatine,POTO,20854,RLU,AP,"1,244,103.00","509,788.00"
