Label (Grouping),Allegany County,Anne Arundel County,Baltimore County,Calvert County,Caroline County,Carroll County,Cecil County,Charles County,Dorchester County,Frederick County,Garrett County,Harford County,Howard County,Kent County,Montgomery County,Prince George's County,Queen Anne's County,St. Mary's County,Somerset County,Talbot County,Washington County,Wicomico County,Worcester County,Baltimore City
Total,"32,882","233,163","349,471","35,749","13,473","65,804","43,957","62,362","16,400","104,217","18,501","103,552","123,428","10,320","403,643","359,176","21,405","45,665","10,938","19,606","63,701","43,708","56,399","293,555"
