ACCT,Steet Name,City,ZIP,Licence Type,Lic Status,Point X,Point Y,geometry
2492295,Mc Donald Chapel,GAIT,20878,RLU,PE,1240529.0,529698.0,POINT (1240529 529698)
1080850,Ritchie,SILV,20910,RLU,AP,1309481.0,480388.0,POINT (1309481 480388)
949107,Bellehaven,DAMA,20872,RLU,AP,1248742.0,582658.0,POINT (1248742 582658)
879391,Alloway,POTO,20854,RLU,PE,1248289.0,488872.0,POINT (1248289 488872)
2980902,Martins Dairy,OLNE,20832,RLU,AP,1291074.0,533538.0,POINT (1291074 533538)
814373,Parkridge,GAIT,20878,RLU,AP,1244311.0,539727.0,POINT (1244311 539727)
1681122,Treva,GERM,20876,RLU,AP,1247634.0,561405.0,POINT (1247634 561405)
913068,Falls Bridge,POTO,20854,ACC,LI,1252629.0,489750.0,POINT (1252629 489750)
942460,Haney,DAMA,20872,RLU,PE,1247300.0,593255.0,POINT (1247300 593255)
3072428,Flanagan,GERM,20876,RLU,AP,1247991.0,549396.0,POINT (1247991 549396)
3506731,Ridge,DAMA,20872,RLU,AP,1248494.0,580051.0,POINT (1248494 580051)
1589984,Sweepstakes,DAMA,20872,RLU,AP,1250648.0,580785.0,POINT (1250648 580785)
1782410,Donovan,GAIT,20879,ACC,EX,1249479.0,546864.0,POINT (1249479 546864)
847497,Brickyard,POTO,20854,RLU,AP,1248233.0,485749.0,POINT (1248233 485749)
2655414,Watts Mine,POTO,20854,RLU,AP,1253670.0,486338.0,POINT (1253670 486338)
897880,Edge Park,POTO,20854,RLU,AP,1254414.0,505158.0,POINT (1254414 505158)
2762350,Newbridge,POTO,20854,RLU,AP,1257870.0,489822.0,POINT (1257870 489822)
3011944,Sweetwood,ROCK,20850,RLU,PE,1251028.0,517143.0,POINT (1251028 517143)
2650401,Preakness,DAMA,20872,RLU,AP,1249329.0,579683.0,POINT (1249329 579683)
2926346,Pennywise,GAIT,20877,ACC3,LI,1256912.0,544025.0,POINT (1256912 544025)
2653927,Avenel Farm,POTO,20854,RLU,AP,1255852.0,486492.0,POINT (1255852 486492)
1369478,Cable,KENS,20895,ACC,PE,1287894.0,490815.0,POINT (1287894 490815)
1339437,Havard,SILV,20906,ACC,PE,1288368.0,508111.0,POINT (1288368 508111)
1261167,Spruell,KENS,20895,ACC,LI,1289656.0,499858.0,POINT (1289656 499858)
2164738,Cashell,ROCK,20853,ACC,LI,1288901.0,533484.0,POINT (1288901 533484)
628636,Cedar,BETH,20814,ACC,LI,1286362.0,489277.0,POINT (1286362 489277)
1144702,Thornwood,KENS,20895,ACC,PE,1287635.0,493364.0,POINT (1287635 493364)
1172835,Sigsbee,SILV,20906,RLU,PE,1287200.0,505319.0,POINT (1287200 505319)
628578,Cedar,BETH,20814,ACC,LI,1286364.0,489191.0,POINT (1286364 489191)
1343417,Conger,SILV,20906,ACC,LI,1288628.0,507443.0,POINT (1288628 507443)
1869490,Norwood,CHEV,20815,ACC3,LI,1286054.0,476723.0,POINT (1286054 476723)
458320,Lenox,CHEV,20815,RLU,AP,1288717.0,475146.0,POINT (1288717 475146)
467984,Windsor,CHEV,20815,ACC,EX,1291902.0,480090.0,POINT (1291902 480090)
628157,Parkhill,BETH,20814,ACC,LI,1287324.0,488214.0,POINT (1287324 488214)
1374624,London,ROCK,20853,ACC,LI,1289669.0,517240.0,POINT (1289669 517240)
1157670,Colston,CHEV,20815,ACC3,LI,1297006.0,482777.0,POINT (1297006 482777)
1922024,Baileys,SILV,20906,ACC,LI,1295518.0,525214.0,POINT (1295518 525214)
701464,Georgia,BRKV,20833,RLU,AP,1294772.0,552754.0,POINT (1294772 552754)
1137205,Jennings,KENS,20895,RLU,PE,1293820.0,496814.0,POINT (1293820 496814)
3288921,Georgia,BRKV,20833,ACC,LI,1294769.0,553623.0,POINT (1294769 553623)
1458028,Heritage,SILV,20906,RLU,AP,1296519.0,517381.0,POINT (1296519 517381)
1317282,Estelle,SILV,20906,RLU,AP,1293609.0,511467.0,POINT (1293609 511467)
1415394,Layhill,SILV,20906,ACC,LI,1299076.0,509750.0,POINT (1299076 509750)
967130,Glenhaven,SILV,20902,ACC,LI,1300120.0,499300.0,POINT (1300120 499300)
1149271,Dennis,SILV,20901,RLU,AP,1304606.0,494006.0,POINT (1304606 494006)
1090107,Lanier,SILV,20910,ACC,LI,1299840.0,487402.0,POINT (1299840 487402)
1101086,Haywood,SILV,20902,RLU,AP,1297246.0,493946.0,POINT (1297246 493946)
1175202,Henderson,WHEA,20902,RLU,PE,1297610.0,504152.0,POINT (1297610 504152)
1395397,Yates,SILV,20902,RLU,AP,1301499.0,501779.0,POINT (1301499 501779)
1002835,Wilton,SILV,20910,RLU,AP,1295350.0,489757.0,POINT (1295350 489757)
1268671,Bucknell,WHEA,20902,ACC,LI,1299177.0,499969.0,POINT (1299177 499969)
528684,Rosedale,BETH,20814,ACC3,FD,1286402.0,482899.0,POINT (1286402 482899)
1347643,Osborn,SILV,20910,ACC,LI,1298960.0,489749.0,POINT (1298960 489749)
260943,Johnson,SILV,20905,RLU,AP,1306678.0,524985.0,POINT (1306678 524985)
1113200,Forest Grove,SILV,20902,ACC3,FC,1301723.0,493516.0,POINT (1301723 493516)
1393423,Channing,SILV,20902,ACC,LI,1300698.0,501907.0,POINT (1300698 501907)
1070042,Maple,TAKO,20912,ACC,EX,1309129.0,478025.0,POINT (1309129 478025)
1337440,Forest Glen,SILV,20910,ACC,LI,1300459.0,491222.0,POINT (1300459 491222)
1106396,Greenock,SILV,20901,ACC,EX,1306061.0,492311.0,POINT (1306061 492311)
1075237,Boston,TAKO,20912,ACC,EX,1307659.0,479670.0,POINT (1307659 479670)
956433,Springvale,SILV,20910,RLU,AP,1305749.0,485742.0,POINT (1305749 485742)
281980,Old Orchard,SILV,20905,ACC3,FD,1308537.0,531413.0,POINT (1308537 531413)
1069180,Hodges,TAKO,20912,ACC,EX,1308324.0,479536.0,POINT (1308324 479536)
1099244,Douglas,SILV,20902,ACC3,LI,1299126.0,494289.0,POINT (1299126 494289)
376467,Springloch,SILV,20904,ACC,PE,1305598.0,508539.0,POINT (1305598 508539)
1225810,Fairly,SILV,20906,ACC3,FC,1291215.0,507451.0,POINT (1291215 507451)
1312198,Ferrara,SILV,20906,ACC,EX,1289699.0,504793.0,POINT (1289699 504793)
3188318,Wintersweet,ROCK,20853,RLU,AP,1289558.0,526838.0,POINT (1289558 526838)
541191,Chase,BETH,20814,ACC,LI,1286549.0,481877.0,POINT (1286549 481877)
1242893,Everton,WHEA,20906,RLU,AP,1291082.0,506935.0,POINT (1291082 506935)
1249677,Huggins,SILV,20902,ACC,EX,1291142.0,503279.0,POINT (1291142 503279)
1151775,Hillridge,KENS,20895,ACC3,PE,1292899.0,491090.0,POINT (1292899 491090)
1786873,Cherokee,OLNE,20832,RLU,AP,1290634.0,537537.0,POINT (1290634 537537)
1386520,Oakvale,ROCK,20853,ACC,EX,1286501.0,517924.0,POINT (1286501 517924)
728997,John Carroll,OLNE,20832,RLU,AP,1292023.0,538509.0,POINT (1292023 538509)
763023,Treadway,BRKV,20833,RLU,AP,1292973.0,547882.0,POINT (1292973 547882)
1136906,Plyers Mill,SILV,20902,ACC,LI,1295254.0,496497.0,POINT (1295254 496497)
426222,Western,CHEV,20815,RLU,AP,1294301.0,477872.0,POINT (1294301 477872)
531330,Rollingwood,CHEV,20815,ACC,LI,1293874.0,478969.0,POINT (1293874 478969)
1246721,Feldon,SILV,20906,ACC,LI,1290957.0,509408.0,POINT (1290957 509408)
506483,Massachusetts,BETH,20816,ACC,LI,1277778.0,472305.0,POINT (1277778 472305)
641848,Rockhurst,BETH,20817,RLU,AP,1274586.0,490796.0,POINT (1274586 490796)
640057,Crathie,BETH,20816,ACC,PE,1272863.0,475770.0,POINT (1272863 475770)
2883838,Fernwood,BETH,20817,ACC,LI,1273981.0,487410.0,POINT (1273981 487410)
2096496,Founders Mill,ROCK,20855,RLU,AP,1269845.0,536237.0,POINT (1269845 536237)
1785071,Hollingsworth,DERW,20855,RLU,AP,1275923.0,539552.0,POINT (1275923 539552)
561848,Nahant,BETH,20816,ACC,LI,1278902.0,470480.0,POINT (1278902 470480)
580328,Hempstead,BETH,20817,RLU,AP,1279461.0,487277.0,POINT (1279461 487277)
619448,Lenox,BETH,20817,ACC3,LI,1279030.0,478663.0,POINT (1279030 478663)
507580,Massachusetts,BETH,20816,RLU,AP,1276804.0,473130.0,POINT (1276804 473130)
659477,Fernwood,BETH,20817,ACC,LI,1274554.0,487567.0,POINT (1274554 487567)
619698,Whittier,BETH,20817,RLU,AP,1277051.0,477928.0,POINT (1277051 477928)
638236,Earlham,BETH,20817,ACC,LI,1275281.0,490301.0,POINT (1275281 490301)
84863,Huntover,ROCK,20852,RLU,AP,1275304.0,499845.0,POINT (1275304 499845)
696812,St Albans,BETH,20814,ACC,LI,1279569.0,495654.0,POINT (1279569 495654)
585718,Bradmoor,BETH,20817,ACC,LI,1278332.0,483778.0,POINT (1278332 483778)
518548,Shadow,CHEV,20815,RLU,AP,1281774.0,475782.0,POINT (1281774 475782)
634661,Belhaven,BETH,20817,ACC,EX,1277232.0,491350.0,POINT (1277232 491350)
508287,Wyoming,BETH,20816,ACC3,PE,1276227.0,470375.0,POINT (1276227 470375)
580990,Bradmoor,BETH,20817,ACC,LI,1277395.0,486749.0,POINT (1277395 486749)
631634,Whittier,BETH,20817,RLU,AP,1275513.0,482452.0,POINT (1275513 482452)
1796770,Griffith,GAIT,20882,RLU,AP,1280302.0,568896.0,POINT (1280302 568896)
428790,Willard,CHEV,20815,ACC,EX,1285228.0,471857.0,POINT (1285228 471857)
1142177,Crestwood,KENS,20895,ACC3,LI,1285771.0,493752.0,POINT (1285771 493752)
751435,Rocking Spring,ROCK,20853,RLU,PE,1281794.0,523023.0,POINT (1281794 523023)
443922,Barrett,BETH,20814,RLU,AP,1281564.0,477847.0,POINT (1281564 477847)
622845,Plainview,BETH,20817,ACC3,LI,1278651.0,479473.0,POINT (1278651 479473)
116413,Galena,ROCK,20852,ACC,EX,1284911.0,504703.0,POINT (1284911 504703)
607953,Ft Sumner,BETH,20816,RLU,AP,1279660.0,469075.0,POINT (1279660 469075)
529165,Chestnut,BETH,20814,RLU,AP,1285424.0,483298.0,POINT (1285424 483298)
1628368,Broad Brook,BETH,20814,ACC3,PE,1284645.0,490211.0,POINT (1284645 490211)
539186,Dorset,CHEV,20815,RLU,AP,1285456.0,473787.0,POINT (1285456 473787)
3264036,Fairglen,CHEV,20815,RLU,AP,1282906.0,477144.0,POINT (1282906 477144)
1262366,Mitscher,KENS,20895,ACC3,PE,1288532.0,500509.0,POINT (1288532 500509)
1258763,Wexford,KENS,20895,ACC,LI,1289200.0,498704.0,POINT (1289200 498704)
674198,Elsmere,BETH,20814,RLU,AP,1284238.0,489979.0,POINT (1284238 489979)
1443415,Janice,ROCK,20853,RLU,AP,1284041.0,521028.0,POINT (1284041 521028)
57882,Montrose,GARR,20896,ACC,EX,1285167.0,499503.0,POINT (1285167 499503)
1424514,Russett,ROCK,20853,ACC,LI,1282565.0,516916.0,POINT (1282565 516916)
540208,Sleaford,BETH,20814,RLU,AP,1286225.0,481259.0,POINT (1286225 481259)
546568,Westwood,BETH,20816,ACC3,LI,1282083.0,466135.0,POINT (1282083 466135)
718544,Rocking Spring,ROCK,20853,ACC,EX,1281427.0,523017.0,POINT (1281427 523017)
1290400,Helen,SILV,20906,ACC3,LI,1289960.0,508856.0,POINT (1289960 508856)
2262965,Botany,GAIT,20878,ACC,EX,1248530.0,521543.0,POINT (1248530 521543)
413550,Winesap,NO P,20878,RLU,AP,1241372.0,524818.0,POINT (1241372 524818)
2488613,Wagon,SILV,20906,RLU,AP,1302137.0,516070.0,POINT (1302137 516070)
1318390,Georgia,SILV,20906,ACC,EX,1292950.0,512850.0,POINT (1292950 512850)
1059523,Sligo Creek,TAKO,20912,RLU,AP,1310696.0,481745.0,POINT (1310696 481745)
2411200,Waterfowl,ROCK,20853,ACC,LI,1283946.0,527607.0,POINT (1283946 527607)
1063536,Sycamore,TAKO,20912,ACC,EX,1311163.0,476552.0,POINT (1311163 476552)
1147660,Milford,SILV,20910,RLU,AP,1299779.0,485061.0,POINT (1299779 485061)
3106320,Edgemoor,BETH,20814,RLU,AP,1283074.0,479880.0,POINT (1283074 479880)
2871011,Tribunal,POTO,20854,RLU,AP,1243960.0,510165.0,POINT (1243960 510165)
3646893,Woodfield,GAIT,20882,RLU,AP,1263301.0,563214.0,POINT (1263301 563214)
1422253,Russett,ROCK,20853,RLU,AP,1282473.0,518012.0,POINT (1282473 518012)
1693871,Riverwood,POTO,20854,RLU,PE,1248642.0,497372.0,POINT (1248642 497372)
364117,Palermo,SILV,20904,ACC,EX,1327035.0,508328.0,POINT (1327035 508328)
3299946,Bear Creek,BOYD,20841,RLU,AP,1228996.0,544900.0,POINT (1228996 544900)
998346,Everett,KENS,20895,RLU,PE,1288778.0,493093.0,POINT (1288778 493093)
508686,Wehawken,BETH,20816,RLU,AP,1276961.0,470056.0,POINT (1276961 470056)
U 447667,Valley,BETH,20817,ACC3,LI,1275648.0,485021.0,POINT (1275648 485021)
2573051,Settlers Landing,NO P,20878,RLU,AP,1248932.0,519410.0,POINT (1248932 519410)
515352,Garfield,BETH,20817,RLU,AP,1279312.0,484160.0,POINT (1279312 484160)
634422,Singleton,BETH,20817,ACC,LI,1276402.0,490631.0,POINT (1276402 490631)
2361161,Ridge,ROCK,20853,RLU,AP,1284348.0,538519.0,POINT (1284348 538519)
107340,Old Stage,ROCK,20852,RLU,AP,1272976.0,502055.0,POINT (1272976 502055)
1238561,Connecticut,SILV,20906,RLU,AP,1291708.0,507419.0,POINT (1291708 507419)
1879306,Alloway,POTO,20854,RLU,PE,1250189.0,486962.0,POINT (1250189 486962)
1411055,Falcon,ROCK,20853,RLU,AP,1285583.0,509560.0,POINT (1285583 509560)
706843,New Hampshire,BRKV,20833,RLU,AP,1304976.0,557867.0,POINT (1304976 557867)
1064280,Buffalo,TAKO,20912,ACC,EX,1306732.0,478783.0,POINT (1306732 478783)
1040364,Silver Spring,SILV,20910,ACC,LI,1306980.0,482756.0,POINT (1306980 482756)
325776,Lillian,SILV,20904,ACC3,FD,1308150.0,514269.0,POINT (1308150 514269)
368718,Cricket,SILV,20904,RLU,PE,1307077.0,518140.0,POINT (1307077 518140)
986678,Guilford,SILV,20901,RLU,AP,1306123.0,491335.0,POINT (1306123 491335)
1326220,Monticello,SILV,20902,ACC,LI,1303873.0,502065.0,POINT (1303873 502065)
2454243,Highland,SILV,20910,ACC,LI,1301497.0,486938.0,POINT (1301497 486938)
1046907,Thayer,SILV,20910,RLU,AP,1307168.0,482981.0,POINT (1307168 482981)
987445,Philadelphia,SILV,20910,ACC3,PE,1306101.0,480932.0,POINT (1306101 480932)
1057353,Takoma,TAKO,20912,RLU,AP,1306647.0,479498.0,POINT (1306647 479498)
3052875,Durham,POTO,20854,RLU,AP,1258902.0,486575.0,POINT (1258902 486575)
343811,Randolph,SILV,20904,ACC,PE,1308404.0,510674.0,POINT (1308404 510674)
1366065,Hannes,SILV,20901,RLU,AP,1308430.0,498627.0,POINT (1308430 498627)
383975,Eldrid,SILV,20904,ACC3,FC,1312967.0,509627.0,POINT (1312967 509627)
1065730,Elm,TAKO,20912,ACC3,PE,1309940.0,475752.0,POINT (1309940 475752)
1432274,Woodland,SILV,20910,ACC,EX,1302916.0,486513.0,POINT (1302916 486513)
3061117,Lindsey Manor,SILV,20905,ACC,PE,1304930.0,529483.0,POINT (1304930 529483)
1437072,Watson,SILV,20910,ACC,PE,1305521.0,487986.0,POINT (1305521 487986)
323983,Marine,SILV,20905,ACC,EX,1309720.0,518972.0,POINT (1309720 518972)
1038645,Bennington,SILV,20910,ACC,LI,1307141.0,487817.0,POINT (1307141 487817)
717334,Ednor,SILV,20905,ACC,EX,1309797.0,534444.0,POINT (1309797 534444)
1074483,Maple,TAKO,20912,RLU,AP,1311263.0,480890.0,POINT (1311263 480890)
3172313,Circle,TAKO,20912,ACC,LI,1311547.0,474986.0,POINT (1311547 474986)
1881925,Beaumont,SILV,20904,ACC3,LI,1310435.0,513227.0,POINT (1310435 513227)
2428745,Cannon,SILV,20904,ACC,LI,1312378.0,511233.0,POINT (1312378 511233)
1065774,Manor,TAKO,20912,ACC,EX,1311199.0,478092.0,POINT (1311199 478092)
1058860,Maple,TAKO,20912,ACC,EX,1311186.0,481322.0,POINT (1311186 481322)
1059900,Sycamore,TAKO,20912,ACC,EX,1310773.0,477201.0,POINT (1310773 477201)
3374306,Woodland,TAKO,20912,ACC3,FC,1311434.0,477008.0,POINT (1311434 477008)
3174675,Lincoln,TAKO,20912,ACC3,LI,1312839.0,477840.0,POINT (1312839 477840)
2230297,Childs,SILV,20901,ACC,EX,1310748.0,497262.0,POINT (1310748 497262)
310503,Orchard,SILV,20904,ACC,LI,1312489.0,515581.0,POINT (1312489 515581)
328256,Schindler,SILV,20903,ACC3,PE,1315318.0,495238.0,POINT (1315318 495238)
260010,Priscilla,SILV,20904,RLU,AP,1319426.0,506099.0,POINT (1319426 506099)
1012366,Wire,SILV,20901,ACC3,PE,1309260.0,487780.0,POINT (1309260 487780)
3165716,Elm,TAKO,20912,ACC,EX,1312129.0,476493.0,POINT (1312129 476493)
2794960,Amina,BURT,20866,RLU,AP,1334080.0,528595.0,POINT (1334080 528595)
61565,Shelley,GARR,20896,RLU,AP,1286219.0,497196.0,POINT (1286219 497196)
284083,Mc Ceney,SILV,20901,ACC3,FD,1313612.0,497473.0,POINT (1313612 497473)
2451284,Schindler,SILV,20903,ACC3,PE,1314951.0,494381.0,POINT (1314951 494381)
733232,Hornell,SILV,20905,ACC,EX,1315487.0,537450.0,POINT (1315487 537450)
297234,Hedin,SILV,20903,RLU,PE,1316067.0,492054.0,POINT (1316067 492054)
309801,Forest Dale,SILV,20903,RLU,AP,1320727.0,493912.0,POINT (1320727 493912)
358947,O'Fallon,SILV,20904,ACC,LI,1324930.0,508025.0,POINT (1324930 508025)
3432116,Bethesda Church,DAMA,20872,RLU,AP,1249206.0,592076.0,POINT (1249206 592076)
361160,O'Fallon,SILV,20904,RLU,AP,1325009.0,508175.0,POINT (1325009 508175)
336017,Brantford,SILV,20904,RLU,AP,1315214.0,506916.0,POINT (1315214 506916)
2959940,River View,POTO,20854,RLU,AP,1246271.0,495074.0,POINT (1246271 495074)
339512,Billington,SILV,20904,ACC,LI,1316857.0,508210.0,POINT (1316857 508210)
286606,New Hampshire,SILV,20903,ACC,LI,1318154.0,494320.0,POINT (1318154 494320)
273433,Kingshouse,SILV,20905,ACC,EX,1322281.0,522406.0,POINT (1322281 522406)
3613426,Wickham,OLNE,20832,RLU,AP,1284082.0,548379.0,POINT (1284082 548379)
287691,Oaklawn,SILV,20903,ACC3,FC,1317924.0,495265.0,POINT (1317924 495265)
309253,Forest Dale,SILV,20903,RLU,AP,1320520.0,493781.0,POINT (1320520 493781)
360848,Castleleigh,SILV,20904,ACC,LI,1328910.0,507654.0,POINT (1328910 507654)
3548677,Denit Estates,BRKV,20833,RLU,AP,1300592.0,559089.0,POINT (1300592 559089)
3403342,Fairland,SILV,20904,RLU,AP,1329775.0,509349.0,POINT (1329775 509349)
256030,Oak Hill,SILV,20905,RLU,AP,1321121.0,533643.0,POINT (1321121 533643)
1966745,MacArthur,BETH,20817,RLU,AP,1260987.0,477126.0,POINT (1260987 477126)
253286,Falling Creek,SILV,20904,RLU,AP,1322984.0,511889.0,POINT (1322984 511889)
261492,Old Lyme,SILV,20905,ACC,LI,1309652.0,520630.0,POINT (1309652 520630)
3293288,Sapling Ridge,BRKV,20833,RLU,AP,1297495.0,565118.0,POINT (1297495 565118)
3209445,Chandlee Mill,SAND,20860,RLU,AP,1304472.0,546767.0,POINT (1304472 546767)
1869397,Birch Springs,SILV,20905,ACC,LI,1319330.0,521760.0,POINT (1319330 521760)
1124522,Norbeck,ROCK,20853,RLU,PE,1288034.0,523731.0,POINT (1288034 523731)
491038,Wilson,BETH,20814,RLU,AP,1283013.0,480868.0,POINT (1283013 480868)
1700807,Spring Meadows,DARN,20874,RLU,AP,1227143.0,520631.0,POINT (1227143 520631)
512245,Stratford,BETH,20814,RLU,AP,1281547.0,481589.0,POINT (1281547 481589)
2169137,Amity,ROCK,20850,ACC,LI,1265473.0,536485.0,POINT (1265473 536485)
556363,Locust,BETH,20814,ACC,LI,1281362.0,488214.0,POINT (1281362 488214)
3496697,Jones Mill,CHEV,20815,RLU,AP,1294451.0,487315.0,POINT (1294451 487315)
618455,Robinwood,BETH,20817,RLU,AP,1277293.0,479407.0,POINT (1277293 479407)
2861422,Potomac Manors,POTO,20854,RLU,AP,1251302.0,492657.0,POINT (1251302 492657)
641121,Lone Oak,BETH,20817,ACC3,PE,1274403.0,492828.0,POINT (1274403 492828)
503753,Wiscasset,BETH,20816,ACC,LI,1276244.0,473463.0,POINT (1276244 473463)
3448908,Pinehurst,CHEV,20815,RLU,AP,1295369.0,479603.0,POINT (1295369 479603)
404098,Esworthy,GERM,20874,RLU,PE,1230415.0,514187.0,POINT (1230415 514187)
674267,Elsmere,BETH,20814,ACC,LI,1283373.0,489164.0,POINT (1283373 489164)
782458,Wheat Fall,DERW,20855,ACC,LI,1268331.0,538687.0,POINT (1268331 538687)
1143525,Parkwood,BETH,20814,RLU,AP,1284929.0,492457.0,POINT (1284929 492457)
422383,Allandale,BETH,20816,ACC,EX,1283034.0,471323.0,POINT (1283034 471323)
271731,Ednor,SILV,20905,RLU,AP,1316049.0,535953.0,POINT (1316049 535953)
311393,Snowden,SILV,20905,ACC3,LI,1312286.0,522958.0,POINT (1312286 522958)
348356,Nora,SILV,20904,RLU,AP,1315215.0,504212.0,POINT (1315215 504212)
1254845,University,SILV,20901,ACC,LI,1312909.0,487836.0,POINT (1312909 487836)
1068904,Holly,TAKO,20912,ACC,EX,1308051.0,478699.0,POINT (1308051 478699)
998313,Summit,KENS,20895,ACC3,LI,1288564.0,492214.0,POINT (1288564 492214)
2828427,Persimmon Tree,POTO,20854,RLU,PE,1254436.0,490234.0,POINT (1254436 490234)
3414642,Signal Tree,POTO,20854,RLU,PE,1223879.0,514093.0,POINT (1223879 514093)
1807965,Luray,OLNE,20832,ACC,LI,1287981.0,545762.0,POINT (1287981 545762)
1359743,Prospect,TAKO,20912,ACC,EX,1313395.0,482199.0,POINT (1313395 482199)
64717,Stillwater,KENS,20895,ACC,LI,1283512.0,498626.0,POINT (1283512 498626)
1138893,Plyers Mill,SILV,20902,ACC,LI,1296563.0,496567.0,POINT (1296563 496567)
2102521,Whitehaven,SILV,20906,RLU,PE,1301130.0,530041.0,POINT (1301130 530041)
113113,Mary Cassatt,POTO,20854,ACC3,LI,1266999.0,502598.0,POINT (1266999 502598)
1332083,Charlton,SILV,20902,RLU,AP,1308061.0,502002.0,POINT (1308061 502002)
1164243,Auth,SILV,20902,RLU,AP,1306110.0,504954.0,POINT (1306110 504954)
499810,Jones Bridge,BETH,20814,RLU,AP,1286563.0,484512.0,POINT (1286563 484512)
1271190,Parkland,ROCK,20853,ACC3,LI,1287610.0,517345.0,POINT (1287610 517345)
597523,Bellevue,BETH,20814,ACC,LI,1284466.0,490614.0,POINT (1284466 490614)
1864236,Warfield,GAIT,20882,RLU,AP,1258677.0,556836.0,POINT (1258677 556836)
676233,Greenlawn,BETH,20814,ACC,LI,1279076.0,493148.0,POINT (1279076 493148)
1288920,Littleton,SILV,20906,ACC,PE,1289645.0,510751.0,POINT (1289645 510751)
2211578,Beethoven,SILV,20904,ACC,PE,1328224.0,510443.0,POINT (1328224 510443)
671606,Winston,BETH,20817,RLU,AP,1275654.0,476385.0,POINT (1275654 476385)
1340868,Havard,SILV,20906,RLU,AP,1288256.0,508019.0,POINT (1288256 508019)
1056110,Ellsworth,SILV,20910,ACC,LI,1306279.0,486831.0,POINT (1306279 486831)
511230,Wellesley,GLEN,20812,ACC,EX,1271229.0,474744.0,POINT (1271229 474744)
107657,Whisperwood,ROCK,20852,ACC,LI,1272533.0,500062.0,POINT (1272533 500062)
113465,Seven Locks,POTO,20854,ACC,LI,1266037.0,505149.0,POINT (1266037 505149)
3069658,Sanderling,GERM,20874,RLU,AP,1231751.0,540473.0,POINT (1231751 540473)
1368428,Ladd,SILV,20902,RLU,AP,1302363.0,500195.0,POINT (1302363 500195)
897776,Ledgerock,POTO,20854,RLU,AP,1255020.0,504866.0,POINT (1255020 504866)
1080358,Maple,TAKO,20912,RLU,AP,1309058.0,477900.0,POINT (1309058 477900)
434016,Persimmon Tree,BETH,20817,ACC,LI,1263606.0,477499.0,POINT (1263606 477499)
396363,Germantown,GERM,20874,RLU,AP,1228596.0,533061.0,POINT (1228596 533061)
2534562,Saddle River,POTO,20878,RLU,AP,1243088.0,517997.0,POINT (1243088 517997)
3497260,Oak Hill,SPEN,20868,RLU,AP,1322209.0,535528.0,POINT (1322209 535528)
1361917,Emily,KENS,20895,ACC,EX,1291227.0,500221.0,POINT (1291227 500221)
3174174,Allegheny,TAKO,20912,ACC,EX,1310578.0,475292.0,POINT (1310578 475292)
727594,Chestnut,ROCK,20853,ACC3,LI,1287655.0,527221.0,POINT (1287655 527221)
871965,Carteret,BETH,20817,ACC,LI,1266627.0,487873.0,POINT (1266627 487873)
3150167,Windsor Knoll,LAYT,20882,RLU,AP,1266041.0,557287.0,POINT (1266041 557287)
3197893,Allnutt,BURT,20866,RLU,AP,1326082.0,527977.0,POINT (1326082 527977)
496736,Hampden,BETH,20817,RLU,AP,1279929.0,482860.0,POINT (1279929 482860)
1282626,Whitehall,SILV,20901,ACC,PE,1304605.0,496334.0,POINT (1304605 496334)
2313600,Greencastle,BURT,20866,RLU,AP,1325925.0,522584.0,POINT (1325925 522584)
459277,Taylor,CHEV,20815,ACC3,LI,1290929.0,478786.0,POINT (1290929 478786)
1079281,Maple,TAKO,20912,ACC,EX,1308659.0,477667.0,POINT (1308659 477667)
614413,Namakagan,BETH,20816,ACC,EX,1279337.0,471136.0,POINT (1279337 471136)
1064850,Sycamore,TAKO,20912,ACC,EX,1310951.0,476900.0,POINT (1310951 476900)
522893,Leland,CHEV,20815,RLU,AP,1287366.0,478611.0,POINT (1287366 478611)
1158311,Grubb,CHEV,20815,ACC,LI,1296287.0,484192.0,POINT (1296287 484192)
2978852,Old Baltimore,BRKV,20833,RLU,AP,1298149.0,548470.0,POINT (1298149 548470)
3574095,Arora Hills,CLAR,20871,RLU,AP,1243095.0,571300.0,POINT (1243095 571300)
3190551,Crownsgate,GERM,20874,RLU,AP,1232498.0,542606.0,POINT (1232498 542606)
331697,Fairhill,SILV,20904,ACC,LI,1312291.0,512825.0,POINT (1312291 512825)
12758,Exodus,GAIT,20882,RLU,AP,1264860.0,558172.0,POINT (1264860 558172)
3215127,Dresden,KENS,20895,RLU,AP,1288630.0,493337.0,POINT (1288630 493337)
665731,Westpath,BETH,20816,RLU,AP,1276648.0,468819.0,POINT (1276648 468819)
3040684,Linden Grove,SILV,20902,RLU,AP,1298480.0,488047.0,POINT (1298480 488047)
1426796,Crestridge,SILV,20910,RLU,AP,1302759.0,489283.0,POINT (1302759 489283)
1431100,Colesville,SILV,20910,RLU,PE,1305303.0,486709.0,POINT (1305303 486709)
1464372,Wallingford,SILV,20906,ACC3,PE,1301191.0,529240.0,POINT (1301191 529240)
945441,Johns,DAMA,20872,RLU,AP,1252341.0,603627.0,POINT (1252341 603627)
1485465,Colebrook,POTO,20854,ACC,LI,1252261.0,500697.0,POINT (1252261 500697)
77003,Circle,ROCK,20850,ACC3,PE,1253458.0,509589.0,POINT (1253458 509589)
700026,Buxton,BETH,20817,RLU,AP,1264583.0,478166.0,POINT (1264583 478166)
1133867,11th,SILV,20903,ACC,PE,1315900.0,485335.0,POINT (1315900 485335)
