ACCT,Steet Name,City,ZIP,Licence Type,Lic Status,Point X,Point Y,geometry
90487,White Flint,KENS,20895,ACC3,LI,1282411.0,499963.0,POINT (1282411 499963)
1075181,Manor,TAKO,20912,ACC,EX,1311068.0,477722.0,POINT (1311068 477722)
2535577,Secretariat,DAMA,20872,RLU,AP,1248896.0,578345.0,POINT (1248896 578345)
1241581,Randolph,SILV,20902,ACC,LI,1291960.0,506847.0,POINT (1291960 506847)
1141036,Parkwood,BETH,20814,ACC3,LI,1286501.0,490328.0,POINT (1286501 490328)
1382511,Loree,ROCK,20853,ACC,LI,1285460.0,515672.0,POINT (1285460 515672)
505502,Wapakoneta,BETH,20816,ACC,EX,1277416.0,471965.0,POINT (1277416 471965)
2867007,Lake Potomac,POTO,20854,RLU,AP,1243015.0,505423.0,POINT (1243015 505423)
2672395,Jockey Club,DAMA,20872,RLU,AP,1249384.0,576855.0,POINT (1249384 576855)
1307922,Beaver,ROCK,20853,RLU,AP,1289858.0,511717.0,POINT (1289858 511717)
728428,Queen Mary,OLNE,20832,RLU,AP,1289910.0,538262.0,POINT (1289910 538262)
2703087,Dry Ridge,MONT,20886,RLU,AP,1265000.0,552315.0,POINT (1265000 552315)
3381528,Ridge,MTRY,21771,RLU,AP,1258232.0,607231.0,POINT (1258232 607231)
134183,Pilgrims,ROCK,20855,ACC,PE,1274924.0,535952.0,POINT (1274924 535952)
1040730,Silver Spring,SILV,20910,ACC3,LI,1306244.0,482451.0,POINT (1306244 482451)
1119981,Bucknell,SILV,20902,ACC,PE,1299650.0,496501.0,POINT (1299650 496501)
3375802,Rosemont,NBTH,20852,RLU,AP,1276038.0,497745.0,POINT (1276038 497745)
1225535,Farthing,SILV,20906,ACC,LI,1292795.0,508395.0,POINT (1292795 508395)
1154120,Hillridge,KENS,20895,RLU,AP,1292881.0,491482.0,POINT (1292881 491482)
589977,Kentbury,BETH,20814,RLU,AP,1288453.0,481711.0,POINT (1288453 481711)
469471,Summerfield,CHEV,20815,RLU,AP,1292010.0,475746.0,POINT (1292010 475746)
2609997,Meredith,DERW,20855,RLU,AP,1279469.0,551809.0,POINT (1279469 551809)
1092972,Arcola,SILV,20902,ACC3,PE,1298563.0,502887.0,POINT (1298563 502887)
1481456,Coles Chance,NPOT,20878,RLU,AP,1244454.0,522256.0,POINT (1244454 522256)
534253,Greentree,BETH,20817,ACC,LI,1280362.0,485785.0,POINT (1280362 485785)
4920,Riggs,LAYT,20882,RLU,AP,1280977.0,561114.0,POINT (1280977 561114)
1567761,New Hampshire,ASHT,20861,RLU,AP,1307768.0,544410.0,POINT (1307768 544410)
1039002,Thayer,SILV,20910,ACC3,FD,1305896.0,482933.0,POINT (1305896 482933)
935225,Kings Valley,GERM,20876,RLU,AP,1247673.0,577807.0,POINT (1247673 577807)
984635,Mississippi,SILV,20910,ACC,EX,1308654.0,481985.0,POINT (1308654 481985)
1224928,Connecticut,SILV,20906,ACC3,LI,1291351.0,506745.0,POINT (1291351 506745)
3331934,Kings Crossing,BOYD,20841,RLU,AP,1224939.0,544745.0,POINT (1224939 544745)
1273108,Heathfield,ROCK,20853,RLU,AP,1288017.0,516924.0,POINT (1288017 516924)
522005,Delfield,CHEV,20815,RLU,AP,1292754.0,479741.0,POINT (1292754 479741)
2741962,Crossland,NPOT,20878,RLU,AP,1235741.0,516627.0,POINT (1235741 516627)
2441376,Lake Potomac,POTO,20854,RLU,AP,1240420.0,501824.0,POINT (1240420 501824)
1080952,Tulip,TAKO,20912,ACC,EX,1308353.0,477393.0,POINT (1308353 477393)
399993,Marmary,GAIT,20878,ACC3,LI,1241987.0,534975.0,POINT (1241987 534975)
74658,Macon,ROCK,20852,ACC,EX,1285197.0,504281.0,POINT (1285197 504281)
1290661,Greenly,SILV,20906,ACC,EX,1289950.0,507826.0,POINT (1289950 507826)
1336434,Judson,SILV,20902,RLU,AP,1296342.0,505241.0,POINT (1296342 505241)
946946,Seneca View,GAIT,20882,RLU,AP,1265523.0,582941.0,POINT (1265523 582941)
1523995,Thornapple,CHEV,20815,ACC,LI,1291755.0,479265.0,POINT (1291755 479265)
637471,Rockhurst,BETH,20817,ACC,EX,1276902.0,491243.0,POINT (1276902 491243)
134376,Neilwood,ROCK,20852,RLU,AP,1276922.0,502117.0,POINT (1276922 502117)
1292192,Neola,SILV,20906,RLU,AP,1290064.0,510371.0,POINT (1290064 510371)
445828,Barrett,BETH,20814,RLU,AP,1281793.0,478005.0,POINT (1281793 478005)
3374911,Edwards Ferry,POOL,20837,RLU,PE,1180372.0,528273.0,POINT (1180372 528273)
537746,Dorset,CHEV,20815,RLU,AP,1286082.0,473705.0,POINT (1286082 473705)
1271838,Adrian,ROCK,20853,RLU,AP,1285998.0,508348.0,POINT (1285998 508348)
3316288,Old Baltimore,OLNE,20832,RLU,PE,1293733.0,535283.0,POINT (1293733 535283)
852222,Persimmon Tree,POTO,20854,ACC,LI,1254923.0,490388.0,POINT (1254923 490388)
3305172,Tapwood,BOYD,20841,RLU,AP,1229213.0,544155.0,POINT (1229213 544155)
583231,Greentree,BETH,20817,RLU,AP,1273126.0,488223.0,POINT (1273126 488223)
1805487,Watkins,GAIT,20882,RLU,AP,1256641.0,570622.0,POINT (1256641 570622)
444733,Bradley,CHEV,20815,ACC,PE,1282992.0,477262.0,POINT (1282992 477262)
1159838,East West,SILV,20910,RLU,PE,1298501.0,484006.0,POINT (1298501 484006)
1284693,Lantern,SILV,20902,ACC,PE,1289826.0,502597.0,POINT (1289826 502597)
1199481,Drumm,KENS,20895,ACC,LI,1294063.0,497327.0,POINT (1294063 497327)
697474,Farnham,BETH,20814,ACC3,LI,1278535.0,494025.0,POINT (1278535 494025)
559880,Massachusetts,BETH,20816,ACC,LI,1279112.0,471335.0,POINT (1279112 471335)
93446,Smoketree,POTO,20854,ACC3,LI,1265623.0,505095.0,POINT (1265623 505095)
1342253,Adrian,ROCK,20853,ACC3,PE,1286687.0,507850.0,POINT (1286687 507850)
2668495,Montgomery,SILV,20910,ACC,LI,1298689.0,488465.0,POINT (1298689 488465)
1307556,Littleton,SILV,20906,RLU,AP,1289114.0,510386.0,POINT (1289114 510386)
3706406,MacArthur,BETH,20816,ACC,EX,1275523.0,470099.0,POINT (1275523 470099)
906735,Sorrel,POTO,20854,ACC3,LI,1255392.0,493639.0,POINT (1255392 493639)
1177963,Fenimore,SILV,20902,ACC,EX,1295400.0,501916.0,POINT (1295400 501916)
910828,Vantage,POTO,20854,RLU,AP,1261346.0,496208.0,POINT (1261346 496208)
1013953,University,SILV,20901,RLU,AP,1312077.0,489234.0,POINT (1312077 489234)
2294287,Deckman,SILV,20906,RLU,AP,1297882.0,514582.0,POINT (1297882 514582)
2959643,River View,POTO,20854,RLU,AP,1246887.0,496141.0,POINT (1246887 496141)
1071296,Davis,TAKO,20912,ACC,EX,1313158.0,479793.0,POINT (1313158 479793)
323323,Randolph,SILV,20904,RLU,AP,1309503.0,512100.0,POINT (1309503 512100)
89717,Orleans,KENS,20895,RLU,AP,1283667.0,501513.0,POINT (1283667 501513)
2953145,Stedmall,GAIT,20886,RLU,AP,1263408.0,554160.0,POINT (1263408 554160)
2829205,Briggs,SILV,20906,ACC,EX,1299262.0,510945.0,POINT (1299262 510945)
2544457,Tomlinson,CABI,20818,RLU,AP,1266691.0,477468.0,POINT (1266691 477468)
692940,Falmouth,BETH,20816,RLU,AP,1281578.0,469388.0,POINT (1281578 469388)
939074,Oak,DAMA,20872,ACC,LI,1249371.0,583467.0,POINT (1249371 583467)
359942,Palermo,SILV,20904,RLU,AP,1327624.0,507143.0,POINT (1327624 507143)
1061140,Jackson,TAKO,20912,ACC,EX,1312312.0,478562.0,POINT (1312312 478562)
2747401,Meyer Point,POTO,20854,RLU,AP,1255125.0,486942.0,POINT (1255125 486942)
3581444,Yellowwood,CLAR,20871,RLU,AP,1244841.0,572279.0,POINT (1244841 572279)
1250528,Randolph,SILV,20902,ACC,PE,1297310.0,506736.0,POINT (1297310 506736)
1293595,Terrace,CHEV,20815,ACC3,LI,1295206.0,483910.0,POINT (1295206 483910)
1080440,Ritchie,TAKO,20912,ACC,EX,1309919.0,480634.0,POINT (1309919 480634)
444232,Honeywell,BETH,20814,ACC3,LI,1281172.0,479319.0,POINT (1281172 479319)
2006406,Hobart,SILV,20904,ACC,PE,1316801.0,514339.0,POINT (1316801 514339)
3388132,Norbeck Farm,OLNE,20832,ACC3,FC,1298950.0,532411.0,POINT (1298950 532411)
270430,Spencerville,SPEN,20868,RLU,AP,1317996.0,528278.0,POINT (1317996 528278)
2236636,Wonder View,NPOT,20878,RLU,AP,1240360.0,521745.0,POINT (1240360 521745)
513147,Southwick,BETH,20817,RLU,AP,1280871.0,485432.0,POINT (1280871 485432)
3204660,Canterfield,GERM,20876,RLU,AP,1240823.0,566200.0,POINT (1240823 566200)
295691,Oakview,SILV,20903,ACC,EX,1315868.0,491508.0,POINT (1315868 491508)
296068,Moffet,SILV,20903,RLU,AP,1318042.0,491883.0,POINT (1318042 491883)
372846,Pebblestone,SILV,20905,ACC,EX,1305872.0,519987.0,POINT (1305872 519987)
1726573,New Hampshire,BRIN,20862,RLU,AP,1304864.0,553715.0,POINT (1304864 553715)
286105,Mantz,SILV,20903,RLU,AP,1318588.0,496266.0,POINT (1318588 496266)
2278414,Sorrel,POTO,20854,RLU,AP,1258401.0,492121.0,POINT (1258401 492121)
3136075,Pierce Point,ROCK,20854,RLU,AP,1257512.0,484165.0,POINT (1257512 484165)
2771081,Chinaberry,NO P,20878,ACC3,LI,1240137.0,525109.0,POINT (1240137 525109)
2942448,Hershfield,SILV,20904,ACC,EX,1324925.0,509358.0,POINT (1324925 509358)
1890100,Dustin,BURT,20866,RLU,PE,1335296.0,528954.0,POINT (1335296 528954)
3379605,Boland Farm,GERM,20874,ACC,LI,1242068.0,556132.0,POINT (1242068 556132)
2843935,Stable,POTO,20854,RLU,PE,1249108.0,479163.0,POINT (1249108 479163)
3029595,Notley,SILV,20904,RLU,AP,1310214.0,515579.0,POINT (1310214 515579)
1357117,Carmody,SILV,20902,ACC,EX,1300598.0,498458.0,POINT (1300598 498458)
313175,La Grande,SILV,20903,ACC3,LI,1315669.0,494927.0,POINT (1315669 494927)
1384246,Brad,ROCK,20853,ACC,LI,1286763.0,518011.0,POINT (1286763 518011)
2910044,Grey Castle,SILV,20903,RLU,AP,1319048.0,490591.0,POINT (1319048 490591)
3232417,Woodfield,GAIT,20882,RLU,AP,1264667.0,560125.0,POINT (1264667 560125)
722991,New Hampshire,BRKV,20833,ACC,LI,1306286.0,556573.0,POINT (1306286 556573)
3043632,Brighton Dam,BRKV,20833,ACC,LI,1297744.0,551357.0,POINT (1297744 551357)
298227,Dilston,SILV,20903,ACC,EX,1316614.0,491534.0,POINT (1316614 491534)
1306767,Renn,ROCK,20853,ACC,EX,1287025.0,515608.0,POINT (1287025 515608)
535326,Falstone,CHEV,20815,RLU,PE,1284073.0,473307.0,POINT (1284073 473307)
1395615,Arcola,SILV,20902,ACC3,LI,1301454.0,502923.0,POINT (1301454 502923)
1397922,Heron,SILV,20901,ACC,EX,1314248.0,486150.0,POINT (1314248 486150)
1720873,Cripplegate,POTO,20854,RLU,AP,1245517.0,489259.0,POINT (1245517 489259)
1350025,Playford,SILV,20901,RLU,AP,1308037.0,499044.0,POINT (1308037 499044)
983551,Estona,WHEA,20902,ACC,LI,1295110.0,500678.0,POINT (1295110 500678)
1524055,Darnestown,DARN,20878,ACC3,FD,1231252.0,524113.0,POINT (1231252 524113)
1813820,Elmwood,BETH,20815,RLU,AP,1282294.0,475910.0,POINT (1282294 475910)
1091170,1st,SILV,20910,ACC3,FC,1301791.0,486313.0,POINT (1301791 486313)
3413261,Cherry Branch,CLAR,20871,RLU,AP,1239245.0,574285.0,POINT (1239245 574285)
3157911,Lincoln,TAKO,20912,ACC,EX,1311589.0,478796.0,POINT (1311589 478796)
712673,Holiday,BRKV,20833,RLU,AP,1294311.0,553934.0,POINT (1294311 553934)
617553,Pauline,CHEV,20815,RLU,AP,1293456.0,481504.0,POINT (1293456 481504)
3253603,Lubar,BRKV,20833,RLU,AP,1296633.0,553114.0,POINT (1296633 553114)
367361,Wellwood,SILV,20905,ACC3,LI,1309419.0,521816.0,POINT (1309419 521816)
1275574,Vandalia,ROCK,20853,RLU,AP,1288902.0,514365.0,POINT (1288902 514365)
3144851,Kenton,SILV,20902,ACC3,FD,1293477.0,500700.0,POINT (1293477 500700)
775896,Darnestown,ROCK,20850,RLU,AP,1253266.0,521355.0,POINT (1253266 521355)
2523034,83rd,CABI,20818,RLU,PE,1263804.0,476034.0,POINT (1263804 476034)
2287305,Autumn Ridge,SILV,20906,RLU,AP,1301122.0,513352.0,POINT (1301122 513352)
2361172,Ridge,ROCK,20853,ACC,EX,1284258.0,538287.0,POINT (1284258 538287)
4133,Warfield,GAIT,20882,ACC3,FC,1263683.0,555111.0,POINT (1263683 555111)
519086,Woodlawn,CHEV,20815,RLU,AP,1281937.0,475204.0,POINT (1281937 475204)
507831,Walhonding,BETH,20816,RLU,AP,1277350.0,472024.0,POINT (1277350 472024)
2491894,Orchard View,GAIT,20878,ACC3,LI,1240896.0,530713.0,POINT (1240896 530713)
1068345,Sherman,TAKO,20912,ACC,EX,1310566.0,478975.0,POINT (1310566 478975)
302126,Arbor Hill,SILV,20903,RLU,AP,1316042.0,491691.0,POINT (1316042 491691)
3230965,Firestone,SILV,20905,RLU,AP,1309626.0,530286.0,POINT (1309626 530286)
646486,Marbury,BETH,20817,ACC,PE,1277910.0,480539.0,POINT (1277910 480539)
483142,78th,CABI,20818,ACC,EX,1266993.0,476408.0,POINT (1266993 476408)
1281212,Keating,ROCK,20853,ACC,LI,1287727.0,513892.0,POINT (1287727 513892)
2953260,Stedmall,MONT,20886,RLU,AP,1263589.0,554365.0,POINT (1263589 554365)
369702,Watergate,SILV,20905,RLU,AP,1309466.0,522793.0,POINT (1309466 522793)
635712,Rockhurst,BETH,20817,RLU,AP,1276413.0,491076.0,POINT (1276413 491076)
697246,Berkshire,BETH,20814,ACC,PE,1278312.0,493992.0,POINT (1278312 493992)
962684,Horde,SILV,20902,RLU,PE,1300011.0,498421.0,POINT (1300011 498421)
2761481,Hawkins Creamery,GAIT,20882,RLU,AP,1268680.0,576083.0,POINT (1268680 576083)
433650,Acacia,BETH,20814,ACC3,LI,1284010.0,488355.0,POINT (1284010 488355)
2870951,Greenbriar,POTO,20854,RLU,AP,1243654.0,508340.0,POINT (1243654 508340)
2909147,Country Club,BETH,20817,RLU,AP,1260605.0,480053.0,POINT (1260605 480053)
2183322,Cavendish,SILV,20905,RLU,AP,1316812.0,518583.0,POINT (1316812 518583)
2211545,Beethoven,SILV,20904,RLU,AP,1328422.0,510493.0,POINT (1328422 510493)
3277404,Walking Crest,SILV,20906,RLU,AP,1299027.0,511353.0,POINT (1299027 511353)
283567,Winifred,BURT,20866,RLU,AP,1327165.0,526257.0,POINT (1327165 526257)
2351628,Tulip,TAKO,20912,ACC,EX,1307978.0,477713.0,POINT (1307978 477713)
3575660,River Quarry,BETH,20817,RLU,AP,1267007.0,482999.0,POINT (1267007 482999)
1760413,River,POTO,20854,RLU,AP,1235308.0,503721.0,POINT (1235308 503721)
650444,Durbin,BETH,20814,RLU,AP,1280758.0,479778.0,POINT (1280758 479778)
3035541,Goshen Valley,GAIT,20882,RLU,AP,1260601.0,563746.0,POINT (1260601 563746)
2711043,Broad,BETH,20816,ACC,LI,1278554.0,463829.0,POINT (1278554 463829)
1336797,Admiralty,SILV,20910,ACC3,LI,1301407.0,491002.0,POINT (1301407 491002)
1003043,Linden,SILV,20910,ACC,LI,1295850.0,489822.0,POINT (1295850 489822)
3326972,Antares,GAIT,20879,RLU,AP,1271081.0,543920.0,POINT (1271081 543920)
868193,Rock Run,POTO,20854,RLU,AP,1248828.0,483664.0,POINT (1248828 483664)
1279823,Harlan,ROCK,20853,ACC3,FD,1285790.0,513886.0,POINT (1285790 513886)
1998650,Veirs Mill,SILV,20906,ACC,LI,1290307.0,504863.0,POINT (1290307 504863)
1392793,Woodedge,SILV,20906,ACC,LI,1296790.0,511986.0,POINT (1296790 511986)
1110638,Hereford,SILV,20901,ACC,PE,1306625.0,493652.0,POINT (1306625 493652)
1598088,Balantre,POTO,20854,RLU,AP,1248942.0,500826.0,POINT (1248942 500826)
1711,Damascus,LAYT,20882,ACC,LI,1283808.0,571360.0,POINT (1283808 571360)
1465605,Grayslake,SILV,20906,RLU,AP,1300072.0,527329.0,POINT (1300072 527329)
645744,Pomander,CHEV,20815,RLU,AP,1294488.0,478711.0,POINT (1294488 478711)
508117,Madawaska,BETH,20816,RLU,AP,1276424.0,470639.0,POINT (1276424 470639)
513067,Southwick,BETH,20817,RLU,AP,1280114.0,485516.0,POINT (1280114 485516)
631122,Woodhaven,BETH,20817,ACC,PE,1275065.0,483344.0,POINT (1275065 483344)
1190286,Renfrew,SILV,20901,RLU,PE,1305621.0,493640.0,POINT (1305621 493640)
115214,Gainsborough,POTO,20854,RLU,AP,1268251.0,503313.0,POINT (1268251 503313)
2379176,Broadmore,SILV,20904,RLU,AP,1314683.0,511654.0,POINT (1314683 511654)
1092312,Parker,SILV,20902,RLU,AP,1298028.0,503497.0,POINT (1298028 503497)
3114535,Crownsgate,GERM,20874,RLU,AP,1232026.0,542945.0,POINT (1232026 542945)
859165,Laurel Oak,BETH,20817,RLU,AP,1266360.0,488641.0,POINT (1266360 488641)
693762,Stardust,BETH,20817,ACC,LI,1276829.0,476272.0,POINT (1276829 476272)
1864076,Springer,BETH,20817,ACC,LI,1274609.0,481024.0,POINT (1274609 481024)
3217935,Richter Farm,BOYD,20841,RLU,AP,1228200.0,541641.0,POINT (1228200 541641)
626488,Maiden,BETH,20817,RLU,AP,1276783.0,479668.0,POINT (1276783 479668)
3288806,Kenilworth,GARR,20896,RLU,AP,1284144.0,500375.0,POINT (1284144 500375)
1301982,Camelot,ROCK,20853,ACC,LI,1284386.0,512174.0,POINT (1284386 512174)
3183750,Earl,BETH,20817,ACC,PE,1267284.0,485557.0,POINT (1267284 485557)
677432,Leland,CHEV,20815,RLU,AP,1285412.0,478167.0,POINT (1285412 478167)
676051,Greenlawn,BETH,20814,RLU,AP,1279627.0,493166.0,POINT (1279627 493166)
1433314,Highland,SILV,20910,RLU,AP,1302341.0,487753.0,POINT (1302341 487753)
3175032,Larch,TAKO,20912,ACC,EX,1314583.0,477575.0,POINT (1314583 477575)
294311,Northwest,SILV,20901,ACC,LI,1312746.0,499099.0,POINT (1312746 499099)
2899127,Lancraft,DARN,20874,RLU,AP,1226134.0,520949.0,POINT (1226134 520949)
448582,Valley,BETH,20816,RLU,AP,1277391.0,465658.0,POINT (1277391 465658)
84418,Luxmanor,NBTH,20852,RLU,PE,1277295.0,501168.0,POINT (1277295 501168)
1065375,Flower,TAKO,20912,RLU,PE,1311858.0,481701.0,POINT (1311858 481701)
84817,Huntover,ROCK,20852,RLU,AP,1276039.0,499791.0,POINT (1276039 499791)
73530,Patapsco,ROCK,20852,RLU,AP,1285762.0,501289.0,POINT (1285762 501289)
3547822,Pilots Landing,DARN,20878,RLU,PE,1235494.0,521395.0,POINT (1235494 521395)
2873737,Caplinger,SILV,20903,RLU,AP,1316137.0,503023.0,POINT (1316137 503023)
129005,Saint James,ROCK,20850,RLU,AP,1254655.0,507922.0,POINT (1254655 507922)
2151634,Gary,POTO,20854,RLU,AP,1252261.0,493068.0,POINT (1252261 493068)
2794856,Fox Meadow,POTO,20854,RLU,AP,1256807.0,486037.0,POINT (1256807 486037)
1098865,Haywood,SILV,20902,RLU,AP,1297031.0,493715.0,POINT (1297031 493715)
2551407,Newbridge,POTO,20854,RLU,AP,1258703.0,491054.0,POINT (1258703 491054)
129517,Over Ridge,POTO,20854,ACC,EX,1261335.0,508127.0,POINT (1261335 508127)
866638,Harrington,POTO,20854,ACC,PE,1260219.0,488121.0,POINT (1260219 488121)
855087,Fenway,BETH,20817,RLU,AP,1263006.0,485115.0,POINT (1263006 485115)
1468778,Plum Creek,GAIT,20882,RLU,AP,1263192.0,556258.0,POINT (1263192 556258)
3233844,Woodfield,GAIT,20882,RLU,AP,1263688.0,564359.0,POINT (1263688 564359)
121705,Bunnell,POTO,20854,RLU,PE,1261273.0,502846.0,POINT (1261273 502846)
3290638,Gladys Farm,GAIT,20882,RLU,AP,1260582.0,565874.0,POINT (1260582 565874)
2362861,Cape Jasmine,GAIT,20879,ACC,LI,1261883.0,543541.0,POINT (1261883 543541)
1755702,Mineral Springs,GAIT,20877,ACC,EX,1266865.0,541049.0,POINT (1266865 541049)
2063656,Blue Smoke,GAIT,20879,RLU,AP,1260940.0,550919.0,POINT (1260940 550919)
2910363,Tea Rose,GAIT,20879,RLU,AP,1263278.0,542810.0,POINT (1263278 542810)
3110138,Delta,LAYT,20882,RLU,AP,1266527.0,557238.0,POINT (1266527 557238)
482114,77th,CABI,20818,ACC,PE,1267208.0,476884.0,POINT (1267208 476884)
510623,University,GLEN,20812,ACC,EX,1271635.0,474836.0,POINT (1271635 474836)
3349927,Bradley,BETH,20817,RLU,AP,1271088.0,487969.0,POINT (1271088 487969)
2553532,Cinnabar,GAIT,20879,ACC3,FC,1268436.0,552947.0,POINT (1268436 552947)
848093,Old Seven Locks,BETH,20817,ACC3,LI,1267138.0,483224.0,POINT (1267138 483224)
2013446,Cushman,ROCK,20878,RLU,AP,1274404.0,501092.0,POINT (1274404 501092)
96085,Tilden,ROCK,20852,RLU,AP,1270897.0,501687.0,POINT (1270897 501687)
653881,Maryknoll,BETH,20817,RLU,AP,1272529.0,481970.0,POINT (1272529 481970)
584532,Cranbrook,BETH,20817,RLU,AP,1274610.0,485061.0,POINT (1274610 485061)
668027,Loring,BETH,20817,ACC3,LI,1273864.0,483426.0,POINT (1273864 483426)
726305,Pinetree,ROCK,20853,RLU,AP,1287996.0,529724.0,POINT (1287996 529724)
2966400,Seabrook,MONT,20886,RLU,AP,1268181.0,553550.0,POINT (1268181 553550)
1282182,Parkland,ROCK,20853,RLU,AP,1287516.0,514339.0,POINT (1287516 514339)
755694,Powder House,ROCK,20853,ACC3,PE,1285533.0,533545.0,POINT (1285533 533545)
2630948,Hitchcock,OLNE,20832,RLU,AP,1295555.0,538392.0,POINT (1295555 538392)
1245362,Bond,SILV,20902,ACC3,LI,1294140.0,506265.0,POINT (1294140 506265)
3018706,Valley,ROCK,20850,RLU,AP,1252553.0,514338.0,POINT (1252553 514338)
1079771,Eastern,TAKO,20912,ACC,EX,1309613.0,475325.0,POINT (1309613 475325)
573403,Wyngate,BETH,20817,ACC3,LI,1277781.0,489359.0,POINT (1277781 489359)
1396118,Bucknell,WHEA,20902,RLU,AP,1299355.0,501463.0,POINT (1299355 501463)
1366602,Lombardy,SILV,20901,RLU,AP,1308714.0,497989.0,POINT (1308714 497989)
880220,Tuckerman,POTO,20854,ACC,EX,1259573.0,503529.0,POINT (1259573 503529)
3446,Griffith,LAYT,20882,RLU,AP,1282007.0,570212.0,POINT (1282007 570212)
733152,Patuxent,ASHT,20861,ACC,LI,1316720.0,538370.0,POINT (1316720 538370)
3097031,Bluebell,OLNE,20832,RLU,AP,1283671.0,541407.0,POINT (1283671 541407)
1090120,First,SILV,20910,ACC,LI,1302051.0,485998.0,POINT (1302051 485998)
100543,Raymond,POTO,20854,ACC3,LI,1263715.0,500902.0,POINT (1263715 500902)
U 474660,Maple,BETH,20814,ACC3,LI,1285903.0,482617.0,POINT (1285903 482617)
285420,Naglee,SILV,20903,RLU,AP,1317049.0,495539.0,POINT (1317049 495539)
1536907,Dustin,BURT,20866,RLU,AP,1335348.0,530299.0,POINT (1335348 530299)
1080917,Carroll,TAKO,20912,ACC,EX,1311887.0,479209.0,POINT (1311887 479209)
1182960,Newport Mill,SILV,20902,RLU,AP,1294042.0,502036.0,POINT (1294042 502036)
871828,Charred Oak,BETH,20817,RLU,AP,1265716.0,487753.0,POINT (1265716 487753)
2224387,Ednor,SILV,20905,RLU,AP,1312376.0,535130.0,POINT (1312376 535130)
2338768,Snowy Owl,SILV,20901,RLU,AP,1309487.0,496282.0,POINT (1309487 496282)
439521,Park,BETH,20816,ACC,LI,1285175.0,469432.0,POINT (1285175 469432)
2798626,Davis Mill,GERM,20874,RLU,AP,1247349.0,569441.0,POINT (1247349 569441)
3125813,Dufief Mill,NO P,20878,RLU,PE,1248202.0,521755.0,POINT (1248202 521755)
693000,Falmouth,BETH,20816,RLU,AP,1282121.0,469458.0,POINT (1282121 469458)
2449463,Randolph,ROCK,20852,RLU,AP,1284798.0,505324.0,POINT (1284798 505324)
260544,Spencerville,SPEN,20868,ACC,LI,1321426.0,527731.0,POINT (1321426 527731)
1589381,Sweepstakes,DAMA,20872,RLU,AP,1251254.0,580514.0,POINT (1251254 580514)
2468648,Chrisman Hill,BOYD,20841,ACC,LI,1227323.0,558137.0,POINT (1227323 558137)
1068447,Flower,TAKO,20912,ACC,EX,1312927.0,479870.0,POINT (1312927 479870)
2870643,Palatine,POTO,20854,RLU,AP,1245299.0,508657.0,POINT (1245299 508657)
947815,Moyer,DAMA,20872,ACC3,FC,1255092.0,582503.0,POINT (1255092 582503)
1910436,Blue Valley,SILV,20904,ACC,LI,1321740.0,511197.0,POINT (1321740 511197)
2753743,Hunting Hill,NPOT,20878,RLU,AP,1241283.0,514976.0,POINT (1241283 514976)
3248652,Primrose,CHEV,20815,RLU,AP,1290550.0,476541.0,POINT (1290550 476541)
333743,Eastbourne,SILV,20904,ACC,EX,1315713.0,507874.0,POINT (1315713 507874)
1823817,Gold Mine,BRKV,20833,RLU,AP,1304581.0,550103.0,POINT (1304581 550103)
304488,Quaint Acres,SILV,20904,RLU,AP,1312699.0,503010.0,POINT (1312699 503010)
495685,Hampden,BETH,20814,RLU,AP,1279900.0,482631.0,POINT (1279900 482631)
555654,Acacia,BETH,20814,ACC,LI,1281986.0,487922.0,POINT (1281986 487922)
1294054,Dameron,SILV,20902,ACC,EX,1302707.0,492824.0,POINT (1302707 492824)
529314,Rosedale,BETH,20814,ACC3,FC,1285438.0,482867.0,POINT (1285438 482867)
1755677,Mineral Springs,GAIT,20877,ACC,PE,1266691.0,541108.0,POINT (1266691 541108)
1141798,Parkwood,BETH,20814,ACC,LI,1284655.0,494247.0,POINT (1284655 494247)
869858,Carteret,BETH,20817,ACC,PE,1267223.0,487875.0,POINT (1267223 487875)
1884894,Partnership,POOL,20837,RLU,AP,1204858.0,529682.0,POINT (1204858 529682)
2999114,Barnesville,BOYD,20841,RLU,AP,1217073.0,557784.0,POINT (1217073 557784)
3061722,Cervantes,DARN,20874,RLU,AP,1229014.0,520754.0,POINT (1229014 520754)
2809710,High Meadow,NPOT,20878,RLU,AP,1237466.0,519192.0,POINT (1237466 519192)
21126,Prices Distillery,CLAR,20871,RLU,PE,1235532.0,593074.0,POINT (1235532 593074)
2130437,Braemar Crescent,DARN,20878,RLU,AP,1231228.0,521851.0,POINT (1231228 521851)
1827473,Canal Vista,POTO,20854,ACC3,LI,1232221.0,505311.0,POINT (1232221 505311)
3361086,Ashleigh Greene,BOYD,20841,RLU,AP,1228145.0,543787.0,POINT (1228145 543787)
3197951,Mt Prospect,ROCK,20850,ACC3,FD,1242438.0,514135.0,POINT (1242438 514135)
2336075,Cloverdale,GERM,20874,RLU,PE,1232796.0,557145.0,POINT (1232796 557145)
577024,Lindale,BETH,20817,ACC,EX,1278271.0,489822.0,POINT (1278271 489822)
3395800,Quince Orchard,NPOT,20878,RLU,AP,1240376.0,523167.0,POINT (1240376 523167)
2738645,Turley,NO P,20878,RLU,AP,1240669.0,523836.0,POINT (1240669 523836)
2968682,Morning Star,GERM,20876,RLU,AP,1241828.0,565258.0,POINT (1241828 565258)
