GISJOIN,YEAR,TRACTA,AREALAND,AREAWATR,NAME,INTPTLAT,INTPTLON,Total_Not_Hispanic,White,Black,NA,Asian,PI,Other,Two_Plus,Total_Hispanic,Hispanic_White,Hispanic_Black,Hispanic_NA,Hispanic_Asian,Hispanic_PI,Hispanic_Other,Hispanic_Two_Plus,Total
G2400330803900,2010,803900,827527,0,Census Tract 8039,38.9492635,-76.921979,1236,232,888,5,60,5,13,33,2357,593,55,35,0,0,1574,100,3593
G2400330804001,2010,804001,833201,0,Census Tract 8040.01,38.9466133,-76.9136962,4348,162,4037,4,70,0,8,67,789,170,68,7,1,0,500,43,5137
G2400330804002,2010,804002,2082005,102159,Census Tract 8040.02,38.9413687,-76.9328205,1943,335,1427,14,115,0,6,46,2049,575,70,45,2,0,1243,114,3992
G2400330804101,2010,804101,1405242,0,Census Tract 8041.01,38.9268994,-76.9061203,2872,411,2325,4,39,0,6,87,366,124,23,1,1,1,192,24,3238
G2400330804102,2010,804102,2138131,0,Census Tract 8041.02,38.9375341,-76.9009475,4471,290,3977,16,73,4,23,88,1503,526,60,10,3,1,820,83,5974
G2400330804200,2010,804200,2453548,0,Census Tract 8042,38.9251974,-76.9188427,2770,1433,1175,3,64,0,17,78,324,130,21,0,0,1,145,27,3094
G2400330804300,2010,804300,3496407,66455,Census Tract 8043,38.9256205,-76.9304323,2687,147,2420,18,39,2,13,48,765,128,47,6,0,0,557,27,3452
G2400330804400,2010,804400,2605675,79449,Census Tract 8044,38.9300633,-76.9427453,1628,317,1049,11,189,0,9,53,1081,334,50,13,2,0,618,64,2709
G2400330804600,2010,804600,1196238,0,Census Tract 8046,38.9435971,-76.95523,1699,423,1138,7,66,0,7,58,1303,337,48,12,1,0,774,131,3002
G2400330804700,2010,804700,1064670,0,Census Tract 8047,38.9398454,-76.9626294,2428,917,1284,16,127,2,13,69,1155,287,44,8,0,2,725,89,3583
G2400330804801,2010,804801,323216,0,Census Tract 8048.01,38.9445023,-76.9695721,1873,74,1718,10,26,0,13,32,503,88,63,3,0,0,332,17,2376
G2400330804802,2010,804802,316707,12394,Census Tract 8048.02,38.9506387,-76.9631154,1548,67,1405,1,34,0,9,32,1129,270,46,11,0,0,741,61,2677
G2400330804900,2010,804900,1269062,8938,Census Tract 8049,38.9505909,-76.9773684,3087,207,2710,18,89,0,3,60,792,159,72,3,0,0,493,65,3879
G2400330805000,2010,805000,1856890,11379,Census Tract 8050,38.9614009,-76.9828138,3663,156,3373,5,44,7,12,66,1560,375,147,33,0,10,908,87,5223
G2400330805101,2010,805101,1126157,63793,Census Tract 8051.01,38.9626634,-76.9758623,1531,178,1201,6,83,2,22,39,2133,554,42,40,6,1,1341,149,3664
G2400330805201,2010,805201,824378,0,Census Tract 8052.01,38.9664201,-76.9954619,2125,50,1945,10,42,9,7,62,2145,368,80,77,14,6,1392,208,4270
G2400330805202,2010,805202,843813,9869,Census Tract 8052.02,38.971338,-76.9858458,3030,131,2762,5,65,1,12,54,790,143,39,24,7,0,542,35,3820
G2400330805500,2010,805500,1021179,0,Census Tract 8055,38.9796514,-76.9818138,1498,303,974,4,125,3,28,61,2130,568,73,43,0,9,1290,147,3628
G2400330805601,2010,805601,523118,0,Census Tract 8056.01,38.9904587,-76.9845266,666,78,463,12,69,0,9,35,5535,1468,70,225,12,42,3183,535,6201
G2400330805602,2010,805602,285319,0,Census Tract 8056.02,38.9893628,-76.98076,635,73,440,11,69,5,14,23,4283,1331,32,69,10,36,2383,422,4918
G2400330805700,2010,805700,1280472,84,Census Tract 8057,38.993184,-76.979425,2284,412,1452,14,322,1,19,64,3859,1103,94,140,3,1,2184,334,6143
G2400330805801,2010,805801,1425047,2070,Census Tract 8058.01,38.9783801,-76.9673917,1868,223,1371,8,200,1,17,48,2533,542,81,39,2,1,1696,172,4401
G2400330805802,2010,805802,1060795,0,Census Tract 8058.02,38.9742008,-76.9744216,1444,151,1116,8,103,0,26,40,2731,730,89,36,1,0,1705,170,4175
G2400330805904,2010,805904,2548584,0,Census Tract 8059.04,38.9957928,-76.968443,1748,516,935,9,228,1,14,45,1618,496,36,56,3,1,872,154,3366
G2400330805906,2010,805906,318530,0,Census Tract 8059.06,39.0069339,-76.9746024,1344,185,1050,6,53,1,12,37,1476,342,59,18,0,0,932,125,2820
G2400330805907,2010,805907,238889,0,Census Tract 8059.07,39.0049302,-76.9784972,2166,156,1835,9,131,0,13,22,1434,490,56,57,5,0,725,101,3600
G2400330805908,2010,805908,1006766,0,Census Tract 8059.08,38.9710432,-76.9553235,1607,239,1166,5,145,0,10,42,516,103,35,4,1,0,329,44,2123
G2400330805909,2010,805909,1168648,11608,Census Tract 8059.09,38.9769074,-76.9604869,3310,756,1966,3,476,4,11,94,951,285,45,1,5,0,584,31,4261
G2400330806000,2010,806000,1518727,0,Census Tract 8060,38.9626487,-76.9617574,2705,613,1745,11,213,2,23,98,2366,670,65,32,0,1,1456,142,5071
G2400330806100,2010,806100,1347728,14976,Census Tract 8061,38.9569825,-76.9549813,3026,1284,1458,18,150,2,19,95,1354,387,37,8,5,0,817,100,4380
G2400330806200,2010,806200,1362543,15144,Census Tract 8062,38.9551163,-76.9466342,3126,1425,1426,20,132,0,21,102,886,205,41,25,0,1,520,94,4012
G2400330806300,2010,806300,1698490,29444,Census Tract 8063,38.9513907,-76.9366398,1253,459,683,5,52,3,5,46,855,243,19,9,2,4,541,37,2108
G2400330806400,2010,806400,2066538,0,Census Tract 8064,38.9751235,-76.9460203,3070,2401,308,4,242,0,3,112,341,187,15,3,5,0,94,37,3411
G2400330806501,2010,806501,1550822,20808,Census Tract 8065.01,38.9592228,-76.9318346,2253,708,1297,14,146,5,12,71,2898,866,40,55,0,3,1813,121,5151
G2400330806601,2010,806601,1040475,0,Census Tract 8066.01,38.9570326,-76.9138927,1771,286,1332,2,75,0,12,64,2865,868,77,41,3,0,1726,150,4636
G2400330806602,2010,806602,1660918,0,Census Tract 8066.02,38.9665224,-76.9106768,2860,568,1911,14,245,0,7,115,1718,527,52,31,4,0,1023,81,4578
G2400330806706,2010,806706,6732248,6510,Census Tract 8067.06,38.9888574,-76.8987373,3311,929,1920,6,371,2,5,78,444,153,36,5,3,0,210,37,3755
G2400330806708,2010,806708,2527643,84668,Census Tract 8067.08,39.0029849,-76.8791651,3929,2210,1066,8,521,0,4,120,303,131,28,0,0,0,115,29,4232
G2400330806710,2010,806710,2310834,35460,Census Tract 8067.10,38.986222,-76.8729085,4943,811,3105,4,871,7,8,137,389,136,55,6,1,1,168,22,5332
G2400330806711,2010,806711,1420254,0,Census Tract 8067.11,38.9842698,-76.8580358,4621,571,3627,4,280,1,15,123,525,91,62,1,3,0,345,23,5146
G2400330806712,2010,806712,4380233,47519,Census Tract 8067.12,39.0010038,-76.8555961,2880,449,2135,3,194,3,12,84,173,64,36,0,0,0,63,10,3053
G2400330806713,2010,806713,952214,4180,Census Tract 8067.13,39.0013909,-76.9025767,2655,109,2310,10,144,1,10,71,1043,263,40,11,0,4,666,59,3698
G2400330806714,2010,806714,1607287,19610,Census Tract 8067.14,39.0051006,-76.9100751,2323,121,2031,15,77,5,19,55,1300,317,25,14,0,7,899,38,3623
G2400330806800,2010,806800,2379983,7189,Census Tract 8068,38.9895238,-76.9129902,2966,1938,541,9,338,5,8,127,948,307,65,17,1,0,488,70,3914
G2400330806900,2010,806900,1715679,0,Census Tract 8069,39.0128759,-76.9195047,2857,1698,553,10,458,1,10,127,1277,420,28,31,1,4,721,72,4134
G2400330807000,2010,807000,3920353,61028,Census Tract 8070,38.9977381,-76.9282772,4210,2624,873,15,553,3,9,133,696,241,13,1,2,0,362,77,4906
G2400330807102,2010,807102,3576622,51403,Census Tract 8071.02,38.9738449,-76.9265387,2027,1398,419,5,117,1,16,71,586,173,24,14,0,1,349,25,2613
G2400330807200,2010,807200,5364416,30777,Census Tract 8072,38.9931522,-76.9435191,15008,10649,1621,13,2151,12,143,419,926,516,47,3,20,1,276,63,15934
G2400330807301,2010,807301,3798699,23561,Census Tract 8073.01,39.0107331,-76.9438318,2822,976,886,2,878,0,10,70,467,161,35,3,2,0,222,44,3289
G2400330807304,2010,807304,1779313,0,Census Tract 8073.04,39.0249698,-76.9594589,1226,462,522,9,169,0,2,62,702,168,20,3,0,0,464,47,1928
G2400330807305,2010,807305,3078040,4428,Census Tract 8073.05,39.0121779,-76.963551,2199,478,1230,8,400,3,10,70,1477,396,79,28,2,1,885,86,3676
G2400330807404,2010,807404,6767645,3823,Census Tract 8074.04,39.0368587,-76.9073024,3329,1481,1116,15,536,0,31,150,1648,659,49,21,0,0,845,74,4977
G2400330807405,2010,807405,7092548,27200,Census Tract 8074.05,39.0367419,-76.9288731,4497,2458,1244,11,611,0,34,139,1361,466,78,15,7,0,712,83,5858
G2400330807407,2010,807407,5840406,84091,Census Tract 8074.07,39.0682684,-76.9227597,5028,1252,2383,5,1159,2,42,185,1232,500,63,20,1,0,562,86,6260
G2400330807408,2010,807408,28157241,162743,Census Tract 8074.08,39.0394983,-76.8891802,5234,2725,1726,8,599,2,16,158,495,210,28,7,0,0,219,31,5729
G2400330807409,2010,807409,2299187,3957,Census Tract 8074.09,39.0377931,-76.9472017,2750,574,1662,6,423,3,11,71,1014,338,53,18,0,1,519,85,3764
G2400330807410,2010,807410,1190806,3423,Census Tract 8074.10,39.0450064,-76.9464217,3144,708,2073,10,255,4,10,84,809,286,57,1,4,0,391,70,3953
